Artist,Song,Translated_Lyrics
Arsen Safaryan,Իմ հուշերի այգում (Im husheri aygum),"I am a monmanine in my Memory Park
I search traces exposed
Trees orphans are silent
Passionate wind games tasted
There is a sad shade in my memoir park
At what time the word said
To love here to be loved
And to prefer the rest of the wings
 Chorus
Maybe I invented you to deceive me
Shallow the emotions of the love of love I can run away from me
Our unfinished fairy tale is to adopt
With love I have invented you with love to leave you
 Memories are free in my memoir park
No hours of no law no shrine
Only our garden is long empty
Because there are no memories of love
Motel longing in my memo's park
Helplessly hit a tranquilary
Here is a moonlight night in the morning
There are a finite and two letters
 Chorus
Maybe I invented you to deceive me
I will hide my backward look forever
Our unfinished fairy tale has long finished
Kindly invented you to love you too"
Arsen Safaryan,Պարոնայք սպաներ (Paronayq spaner),"War is silent to the gentlemen officers
The fight will not end up with your
Unless peaceful souls are your
The law is not written to March
And oath as if I have the honor
Holy is every piece of hometown
And the blood is your expensive faith to the light
The cross is your name to the winner
 
Gentlemen Officers Spirits Are Your Land and Border
And hearts are your us a stone castle fortress and flag
Who is next to us and those in heaven?
On the way to eternity, you are a conscience to our gentlemen officers
 Life is your fight with gentlemen officers
Wounded at the first line
There are no many either fight still
Mothers are waiting for them every day
And oath as if I have the honor
And the soul of his soldier forever is proud
He fell like his father that his son Live
But left with us the name of the winner"
Arsen Safaryan,Հին օրեր (Hin orer),"My old days past
Where did you leave the irradle?
I hear the sound in my soul
And summons endless
Childhood song my sweet
Me smiling eyes
My left friend
Where is the hub?
It's happy to lie
Melody my carefree
Crazy my childhood
 
And now far solitary
Dear my house with a longing
Maternal sound every day
Love is singing me and day
The first kiss is unforgettable
That in my heart stayed like that
Where will I find you now love I lost?
I'm looking for you to keep
My Memories Street and Yard
And my distant past
My friends' hearts expensive
And with hidden hope everywhere
It looks like you see the denials hot
Now where to find myself the past
 
My old days past
Where did you leave the irradle?
The sound of my heart
It is prompted to late
You are the winged of life my fire
Where do you fly like that?
My childhood bird
You in my innocent eyes
I see still
On your way to rock my baby
 
 
 
 My old days past"
Arsen Safaryan,Քո տոնը շնորհավոր (Qo tony shnorhavor),
Arsen Safaryan,Էս ինչ սիրուն ես (Es inch sirun es),"A casual look was enough for my soul
Will imagine you forever by my side
This sunny weather heated the fire of my heart
The glow has reached my eyes
 I will understand all those who in life
Fell in love with a second
I feel that you are very stubborn
But you are a de man piece you
  
What are you lovely?
Incredible gamwoman
You driving crazy
Me every moment
What are you lovely?
You are an unreal
What picture do you have?
Real queen
 You won't believe but I already love you
And consider you my half of life
Don't pull my love from me
Tell me to please your name
  
 OOO OO oO
  
 OOO OO oO"
Arsen Safaryan,Քո զինվորն եմ (Qo zinvorn em),"In my soul prayer to my eyes away
What will happen next battle
Who will never become home
Who will stay in this battlefield?
 
And my friend is tired next to me
Perhaps the little son miss
The position of our castle is in the soil
But the land is also praying like a prayer
 
The country is ours to keep
Turn guys going to be good
 
Your soldier I witness your wounds
I'm here standing in my house
And hope is a life of your peaceful
That's a dream for me
I will fight as long as or
I'm with you in this chapel of my
Saked for the heart my endless trembling
You are the Holy Memorial of My Papers
And the silent suggestion of mothers are you
I am with you in my Artsakh
 
And we guard us love of mothers
The eye always takes care of the road
I will be home one day
But my portion of the fight I am an invite
 
And victory will be ours
Turn guys going to be good
 
Your soldier I witness your wounds
I'm here standing in my house
And hope is a life of your peaceful
That's a dream for me
I will fight as long as or
I'm with you in this chapel of my
Saked for the heart my endless trembling
You are the Holy Memorial of My Papers
And the silent suggestion of mothers are you
I am with you in my Artsakh
 I am your soldier"
Arsen Safaryan,Ինչ կա-չկա (Inch ka-chyka),"I kind of mingle when I see you
I'm lost in your green eyes
What should I do? Time doesn't wait
You suddenly snap in a dream
 
What Kachka in my heart give you
I like the pure heart of this girl a lot
What Kachka will I open in my soul?
This girl's younger life that I want
 
Bold you please heart my
I don't have absolutely other songs apart from one
Should I get close to that today
I love you as a terrible convincing
  
 Lalala La La La
  
 Lalala La La La"
Arsen Safaryan,Այս գիշեր (Ays gisher),"There is one day that everything starts again
Lighted one night for a very long expected
Perhaps the sky prompts you
That a new page has started today in your life
When he comes to your door open
It's a childhood your past
 
Snow flake flakes down tonight
Guest came me my childhood tonight
Snow White Brings Breath Love
Tonight this night
 
And a kind of fairy tale us endlessly calls
That again let's believe in new miracles
Or do you have a dream you hold on your mind?
Believe the snowfall will bring
See he comes to your door open
It's a childhood your past
 
Snow flake flakes down tonight
Guest came me my childhood tonight
Snow White Brings Breath Love
Tonight this night"
Arsen Safaryan,Նորից (Noritz),"Again
Autumn Rain This Flower
Wet the trees in the pucker
And awakens memories
Again
I remember the face of your dim
And your eyes are always sadly sad
Sounds sound of your timid
 
Your Road Trails I know me
They bring me back to you
Even when the mind leaves
And when it comes with a trickless
A clarity and deep quietness
Your love's silent tears waiting for me
And your words burning me
They call me back to you
And missed from my days
Spill again from your lips
 
Again
I'm missing your eyes
And memoir of my mistake
I whispers the old song again
Again
From my dream trail
I run into the arms again again
And wake up from your kiss
 
Your way path trails familiar to me
Bring me back to you again
Even when the mind leaves
And when it comes with a trickless
A clarity and deep quietness
 
 
Your way path trails familiar to me
Bring me back to you again
Even when the mind leaves
And when it comes with a trickless
A clarity and deep quietness
Your love's silent tears waiting for me
And your words burning me
They call me back to you
And missed from my days
Spill again from your lips"
Arsen Safaryan,Ես քեզ գտա (Yes qez gyta),"You are my darling
Even More I
My soul mirror is my only
And secret my dream and hope you are
Silent secret to my soul
Eternal my heart is a fire
Love I saw in your eyes
Hot rain Spring garden Anush scent
And one day became the world for us
An unexpected-loopy kiss
  
Everything changed suddenly I found you
And in life our real dream is this
My soul I have become my belief
The house is in your arms, let my heart stay close to you
 You are my unique
You are the best
And I live for you
Life are you that you are my last night
I'm my eternal
Lovers on our long journey
Love I found myself in the Spirit
When the rain was raining in the spring
And it became a fairy tale world one day
The first kiss was to blame
  
 Stay close to you
 Everything changed suddenly
I found you
And in life I saw our real dream"
Arsen Safaryan,Սիրո աղոթք (Siro aghotq),"I look like my love I have loved all my life
Still long in our childhood in the familiar yard
And seek love first every second
I believed that one day my dreams will come back
I found you again in the holy monastery of my faith
When a childhood sound when I was ringing at me
And like a dove, they found each other hearts our hearts
And filled this faith and love again
 
You are my only love prayer you are my priceless
Yours darling my soul is my soul
And the longing in life will not win us either
We both turned lights on the way to life
The sun's sun won't make it hot for us too
 I'm now hugging the world in my lap now
You sun in the familiar yard of our childhood
Let my fire keep my fire in our monastery
To be inseparable hearts for a hundred years"
Arsen Safaryan,"Դու գնացիր կռիվ, տղես (Du gynatzir kyriv tyghes)","Light have been dark for our souls always
Bring Spring to Winter Always For Our Heart
You were only our only sun of eternal
How to live without you and for whom
  
You went to fight guys
Which hero's name?
A handful of but for holy land
GET IT WAS MADE US TO LEAVE
 
In your veins, blood flowed
And it was as if you did not spare your heart in the heart
Life for a second of Armenian land
Thank you for our honor
  
 
  
 
You went to fight guys"
Arsen Safaryan,Ուղղակի (Ughghaki),"Arsen
Just got tired of my love
Leaving unspoken words closed familiar doors
Which one I didn't change you
Another I didn't love to try to forgive just
 Sirusho
I just left and I know what had become a problem
I just realized that there was no LAST in my heart Trurr
 
It may not be late to change something now
Forget everything and start again
But the past path will not pass again
The more a turrite wound will be deep
Let himself be the hope of love for the love of the last
 Sirusho
If I am my past to regret the love we try to treat our
I don't want to be afraid to endure you endlessly
I don't already love the price yesterday I know
 Arsen
I felt the end of this inside
Where there is love there is a loss
Whenever something is broken
Whatever you do will be the same
 
 Sirusho
At least one thing said
 Arsen
Wait me at least a moment
But there was nothing left for us. This was the compensation for sin"
Arsen Safaryan,Հուշերի քաղաք (Husheri qaghaq),"I saw the city in the distance my sleeping
And a dimly a lamp my house
My soul fain the familiar wind
Noisy street my childhood
And silently smiled missing
Looking for my friend
That was so much to me
And there is no window semi-open
Love Me Lucky Step
 
Would give me a year to see my life again
Year away from the secret illusion of first love
Bring again the faces of me relatives
That look endlessly missing my way every second
Would give me a year to see my life again
Year away from the secret illusion of first love
Bring the expectant faces to be relative to me
That live in distance but with me every second
 
Me of the persecuted and stranger to the house this
Wherever I'm None Of My Crazy Past
And wisely like groused land
I don't even find tired my father's hot hands
The time is the end of the calendar forgotten
Which I am so afraid of
Dedicated days I want to keep me
But I forget my face yesterday
 
 Would you give me a year?
Year away from the secret illusion of first love
Waiting faces to me
City of Memories:"
Arsen Safaryan,Դու իմ կողքին ես (Du im koghqin es),"There are no words of love either
The silent look is the love of our
Overnight long
And the kiss is our sleepless
And the moon is always awake
What else is the words of love?
Stars are burning again in my arms
When you look at my heart
Life is a short kiss when I'm alone
 
You are by my side
And I understand I already love you
You are my soul away too
Impatient longing endless calling my love
You are by my side
And in the darkness seem to be on the hardware of your hair
I'm alone with me
Darling you are my soul my only
Understand you my soul is my only
 It's cold home with me without you
When I Wait Endless I
That you will come to me
And in mind I hug you
Disappears for a moment seems to be
But you are not yet
Find out now as in a dream
Missed my heart wants that
This world is a lie when I'm alone without you
  
 my only
You are my soul
Understand you are with me
You are my Kozki"
Arsen Safaryan,Քեզ հավատով գտա (Qez havatov gta),"I found you that stayed always at me
I found your eyes sunny
I have painted a house for you
And I have kept you on secret
My love I love you so much
 
I found you in faith I know there is no
Like you, elsewhere came my love hello
I found you in faith I know there is no
Like you, elsewhere came my love hello
 I found you staying next to me
Don't let my soul empty
You firmly hugged you now
Always so close you stay
My soul are leftless by my side
 
I found you in faith I know there is no
Like you, elsewhere came my love hello
I found you in faith I know there is no
Like you, elsewhere came my love hello"
Arsen Safaryan,Կյանքից ավելի (Kyanqitz aveli),"Calls me the longing for your love of the endless
Like a dream today you came to me
My far away my priceless you are looking for my crazy soul
And you want you to be with me now
And I'm Flying on Monday I Love You With You
Your eyes are burnt my soul yet
And I know a day luminous and good one day
You will come to me in my heart your new hopes again
 I love you more than my life
I live with your Lusre longing
And I want to rock you in my arms
And have long been living in my heart
I love you more than my life
I live with your Lusre longing
I dream you see you in my arms
And live you in my heart
 You look at a stranger left now
And remember the days of our love endless
We miss us long and waiting for a new meeting
That smiling me again melveting you sweet my lap in my arms
 I love you more than my life
I live with your Lusre longing
And I want to rock you in my arms
And have long been living in my heart
I love you more than my life
I live with your Lusre longing
I dream you see you in my arms
And live you in my heart
 My far away my priceless you are looking for my crazy soul
And you want you to be with me now
 I love you more than my life
I live with your Lusre longing
And I want to rock you in my arms
And have long been living in my heart
I love you more than my life
I live with your Lusre longing
I dream you see you in my arms
And live you in my heart
 And you live in my heart"
Arsen Safaryan,"Եկար, անցար (Yekar, antzar)","You are a far past for me
You came to pass and not
You have missed me longing and tear
How did you dream of a dream?
 
I call you my love
Your heart brings me again
Remember the past our
Days old laughter and love
I am looking for my love
The heart brings me away from my far away
You have become my soul
And you came to pass
 
Now where to find love in our lost
Missing me the longing for this
Know my soul with you to contain with you
You came to pass and not
 
 
  
 You have become my soul
And you came to pass"
Arsen Safaryan,Սիրո երեկո (Siro yereko),"A word burning in my lap
And a half-kiss leave me today
Steps withdrawal of my soul with you
Stayed alone with my last evening
Turn back and see I am alone without you
Let us hug us a passionate night before
 
Give me a dream of your
My Evening Of Love
I hug you every day
And I will breathe the scent of your
Won't give you to anyone
My punter
For me everything
I am the taste of my life
 
And it seemed to be the endless love of our
When your eyes promise a new night
You think I can leave you
And I'm getting crazy about my memories
Turn back again and wrap you in my heart
And let dancing and love in new nights be crazy"
Arsen Safaryan,Ես ու դու (Yes u du),"For the love
For the love
For the love
 
You help me find our secret night
When in our hearts love is burning stars
Me you torture to kiss let them marry the lights
You dance in my wings endless dancing
 
Kisses
That we take us up
It's the same love again
Eyes burning with wine
Tonight
 
I live in the hope of your love
I find the light in my darkness with your scent
The moment this is worth a century
Let the dark be only for love
 
Me and you
Are tied to a thread
Me and you
The heart of our love
 
Let me show me silk transparent hands
I see your soul in your eyes again
Sword Don't talk about the words now
The meaning of a silent night is you my priceless
 
 
 
 
For the love of love
For the love of love
For the love of love
The heart of our love
Do not talk to a bottle sauce
Tonight"
Arsen Safaryan,Սիրտը մեր սիրո (Sirty mer siro),"You help me find our secret night
When in our hearts love is burning stars
Me you torture to kiss let them marry the lights
You dance in my wings endless dancing
Kisses that we take us up
It's the same love again
Eyes burning wine tonight
 I live in the hope of your love
I find the light in my darkness with your scent
The moment this is worth a century
Darkness is a line only for love
 Let me show me your silk transparent hands
I see your soul in your eyes again
Sword Don't talk about yours.
The meaning of a silent night is you my priceless
Kisses that we take us up
It's the same love again
Eyes burning wine tonight
 I live in the hope of your love
I find the light in my darkness with your scent
The moment this is worth a century
Darkness is a line only for love"
Arsen Safaryan,Չքնաղ երազ (Chyqnagh yeraz),"You are a source of love for me
I may have nothing to you
You dream of me clean
I may have nothing to you
 From afar I will at least see you
As a wonderful dream of my life
The Sun should look from afar
Kyle If you approach a lot
 In life you are always happy
And always be bright and jinc
I will give a whole life with love
I may have nothing to you
 You are a wonderful dream of my life"
Arsen Safaryan,Սիրո երկու թևեր (Siro Yerku Tever),"I don't know you. But why have you tied my soul?
Did you capture me in your eyes?
I don't have any questions
LOOKING ONLY ON YOUR HOME
 I don't even remember my past missed
And in your hands my soul was born again
Like a bright star, you shone
That I see me to love the mind my uranium and lose
 
With you how to be flying on the sea to be free
With you only I will share the days my and good and bad
Two wings are we love
And we run together with air arches
Just look at all the depths of my soul
Only smile i hear the words your sweetest
Two wings are we love
And we run together through this life
 Don't give me a guide not to say the end
I don't believe in cheating my luck of love
Or do you like to trust
And take your soul on your love table and sacrifice"
Arsen Safaryan,"Հով գիշեր, զով գիշեր (Hov gisher, zov gisher)","The Moon's Ship fell in the window
But the shink of my favorite is good than that glow
The whole world has fallen asleep in Mush Thames
My sleepless heart gave a favorite sound
  Wind night
Cool night
I sing love
The moon floats
In the sky
 Waiting for you to wake up from sleep
The shovel is the Vaghwa ran over the Vrad
Ten of the spring of my heart with a thousand flowers
That spring is always left
  Wind night
Cool night
I sing love
The moon floats
In the sky
 Don't you forget the name of Gusan Ashot
Always a gentle winter has no spring
Weaving a song is my rest of my sleep
Let my love sing the world know
  Wind night
Cool night
I sing love
The moon floats
In the sky"
Aram MP3,Դե Ժպտա (De Jpta),"Well, smile that the whole world smiles with you
Or will it be friends with you long?
Well, change the sad mask is already enough
It doesn't suit you anymore
As many as you are as many as you are
In this matter persuades me
 Well smiling that morning give you hello and day
Fill with life and bright love
Well smiling even if you are silent
At least you are a little sad
Live your life with a bright smile
 What there are in the depths of a hidden smile
You can't imagine you never in your mind
You are a miracle real when you smile
And you make me live
And the only problem I have in my life is
Make you happy again
 Well smiling that morning give you hello and day
Fill with life and bright love
Well smiling even if you are silent
At least you are a little sad
Live your life with a bright smile
 Well smiling that morning give you hello and day
Fill with life and bright love
Well smiling even if you are silent
At least you are a little sad
Live your life with a bright smile
 And the day will come bright
And the bright life will smile with you
New day will open
The sunshine warms will give you
 Well Smile De Smile
Always smile always smile
Well Smile De Smile
Always smile always smile
Well Smile De Smile
Always smile always smile
Well Smile De Smile
Always smile always smile
 Well smiling that morning give you hello and day
Fill with life and bright love
Well smiling even if you are silent
At least you are a little sad
Live your life with a bright smile
 Well smiling that morning give you hello and day
Fill with life and bright love
Well smiling even if you are silent
At least you are a little sad
Live your life with a bright smile"
Aram MP3,Հանինա (Hanina),"Hanina Nina
Sasna Kelles Thin smoke
Hanina Nina Nina
Hanina you and you
Yarug Munim Bulant
Janina Nina Nina
JANINA ARE YOU
 Hanina Nina Nina
Hanina Nina Nina
Hanina you and you
Hanina Nina Nina
Hanina Nina Nina
Hanina are you?
 You are in the Great with a pzdikis
Hanina Nina Nina
Hanina you and you
Become a new bride
Janina Nina Nina
JANINA ARE YOU
 Hanina Nina Nina
Hanina Nina Nina
Hanina you and you
Hanina Nina Nina
Hanina Nina Nina
Hanina are you?
 Ku Her Kuz Kisa
Hanina Nina Nina
Hanina you and you
Khaghazi is not we will be
Janina Nina Nina
JANINA ARE YOU
 Hanina Nina Nina
Hanina Nina Nina
Hanina you and you
Hanina Nina Nina
Hanina Nina Nina
Hanina are you?"
Aram MP3,Կուզես (Kuzes),"See I stand in front of you
A guy that's just
Likely loves you
My eyes are you
You are in this life
I read my feelings
Which love I have awake
 Chorus
 Do you want?
The world without a map
You only say
Whatever you want
Do you want?
I will invent for you
Instead of the sun
The bigger
If you do
From the stars right now
I will keep in front of you
Name your email
You want every thing
 And look at both of us are silent
just that point everywhere
Will become a door
Dream to
The sky is now to kick
You'll see on your hands
Love will be written
 Chorus
 Do you want?
The world without a map
You only say
How do you want?
Do you want?
I will invent for you
Instead of the sun
The bigger
If you do
From the stars right now
I will keep in front of you
Name your email
Do you want everything?
Tell me to me
Do you want everything?
Tell me to me
Whatever you want
I will invent for you
Instead of the sun
The bigger
If you want
From the stars right now
I will keep in front of you
Do you want everything?
Tell me to me
Everything you want"
Aram MP3,Սկսում ենք (Sksum enq),"Pariparic
You are pariparic and

He is dancing or not to be not dance and

 Don't you hear the man's bit don't take you
Don't you see what we do?
What do we have to give you?
 Out of the mountains of an Arari bitter kind fairy you
Date of Tour, Tour, Tour of You
 Dance of the Dance of Dance and Dancing
What do you have a pancier dance dance?
Definitely cost this dance everything you leave
Entrepreneurally I will make dancer to you everything changes
 Only you dance
Only you dance
 Dance you to the end and dance that you don't care
Dance you that all of which are like you
Dance all dances Micele You Tapchary
 one et one to the right dance
 Left Hand A Right Hand Left
Flight forward
Left hand post-the-hand
Then do whatever you want the one bit of the mole
 Only you dance
Only you dance"
Aram MP3,Հերիք եղավ (Heriq Eghav),"Alone Know He lava
That staying alone is difficult
Even though it is unnecessary
But lava very lava
 Let him go and go
Go. He will leave
Go to him stay at home
Removed
 It was enough to have Bowle
I turn off today
It was enough to have Bowle
I will blossom with Haves
NUMBER Which digit?
It was enough to have Bowle
Today I am alone
 It was enough to have Bowle
I turn off today
It was enough to have Bowle
I will blossom with Haves
NUMBER Which digit?
It was enough to have Bowle
I am alone from today
 Yea Lava Lava is very lava
 Now everything is very lava
Let it know that I will find it impossible
Did your black game take
 Let him go and go
Go. He will leave
Go to him stay at home
Removed
 It was enough to have Bowle
I turn off today
It was enough to have Bowle
I will blossom with Haves
NUMBER Which digit?
It was enough to have Bowle
I am alone from today
 It was enough to have Bowle
I turn off today
It was enough to have Bowle
I will blossom with Haves
NUMBER Which digit?
It was enough to have Bowle
I am alone from today
 It was enough to have Bowle
Today I am another
Today I am another
Let me remember it too
I change my style
My Ayon Now CA:
Ion Now I need
Lizard vodoa
 It was enough to have Bowle
I turn off today
It was enough to have Bowle
I will blossom with Haves
NUMBER Which digit?
It was enough to have Bowle
I am alone from today
 It was enough to have Bowle
I turn off today
It was enough to have Bowle
I will blossom with Haves
NUMBER Which digit?
It was enough to have Bowle
I am alone from today"
Aram MP3,Քոչարի (Kochari),"Us from the bottom of the ages
Dance dancing our grandparents
NEVORS ARE DANCE ARE THEY ARE
Mountain Stone Dances
Our grandparents and our dances
Based for living
The thread of the past in solid moment
There is your gene in that dance
Major movements like a shoulder lion
Keep your shoulder and soil tight
Heel your feet
Our grandparents and our dances
Based for living
The thread of the past in solid moment
There is your gene in this dance
From Raintenset to Mush and Van Our Grandpa
Join everything for you forget
Shouting your words
That you are strong and always dummy
Both dance and grandparents
The thread of the past in solid moment
There is your gene in this dance
 Give me your hand winner we are
My soul sings the song of the mountains
Give me your hand to scream guys
This dance is a Weapon de dance Kochar
 Babken Samvel Hakob Yeic
 Us from the bottom of the ages
Dance dancing our grandparents
NEVORS ARE DANCE ARE THEY ARE
Mountain Stone Dances
Our grandparents and our dances
Based for living
The thread of the past in solid moment
There is your gene in that dance
Major movements like a shoulder lion
Keep your shoulder and soil tight
Heel your feet
Our Grandpas from Rainonym and Van
Join everything for you forget
Shouting your words
 Give me your hand winner we are
My soul sings the song of the mountains
Give me your hand to scream guys
This dance is a Weapon de dance Kochar
 Kochar that forced you to look in the soul
Kochar you dance that you know yourself
Kochar's your dance to the Grandpa's clouds
CALLING TO KOCHARTEN WITH ALL"
Aram MP3,Վեր Ու Վար (Ver U Var),"I need me with me
Bring me to you now
Elderly I give my song
Teer up to you
 Whatever you want to dream
Will give you this
Beat that reweness-in re-mun
I am sure
To whomsoever they touch this song
Fork
 Let's get up to you
Let's make one's one
 Moon remembering Yaris at night
I have left under this
I didn't go home
 Moon remembering Yaris at night
Today I have become
That I will make you miss
 You change my moree love at night to you
You song i sing you my space
 Whatever you want to dream
Will give you this
Beat that reweness-in re-mun
I am sure
To whomsoever they touch this song
Fork
 Let's get up to you
Let's make one's one
 Moon remembering Yaris at night
I have left under this
I didn't go home
 Moon remembering Yaris at night
Today I have become
That I will make you miss
 There's a song that you expect
There's a song that you say
There is a song that you hate
There is a song you believe
And my way
Does not have time too
Remember that my song
Quantity is not quantified"
Aram MP3,Սիրո նվեր (Siro nver),"If I ask me
Emotional address:
I'll look pure in your eyes
Right here is my
Restless soul
Reaches peaceful prayers
 
If I ask me
Who will I go with?
Life and road to live
Will give an answer
The heart is my confident
My love with you my world
 
Come for a dream now
Keep with two hearts
And you will see the rest to come in turn
Come for a dream now
Let's become two of their lives
Who has love has a gift from this heaven
 
If in your heart
Come to light rain
I will be I am for you
If in your heart
Rise
Hug you are me at a time
  
 
I say love
I expect you to live
The force you are my
Breaths are you my
Faithful
You know well
I LOVE SAID"
Aram MP3,Նոր տարի (Nor tari),"Outside is winter but is very bright
What day will you say today?
Waiting for us all in this world
What day will you say today?
Why is there song and dance in my heart now?
A long-lost world of distant childhood
 Maybe one day childhood is lost
And one day comes back
Or is the name of that day a new year
She comes with lights
He comes and knocks all of us door closed
It comes to believe and love and laugh again
 
You are a new year
You are a new year
We have a new year and change us
Our New Year is good
Us a new year like the mother
You are a new year
You are a new year
We cherish us a new year with your love
You are a new year
You are a new year
Us a new year with lifelaps
 Outside is winter but is very bright
What day will you say today?
Waiting See all of this world
What day will you say today?
Why is there song and dance in my heart now?
A long-lost world of distant childhood
 
You are a new year
You are a new year
We have a new year and change us
Our New Year is good
Us a new year like the mother
You are a new year
You are a new year
We cherish us a new year with your love
You are a new year
You are a new year
Us a new year with hopes
 You are a new year
You are a new year
We have a new year to change the new year
Our New Year is good
Us a new year like the mother"
Aram MP3,Ասա (Asa),"Strange you are but mine you
I live with you
A bad example is you a lovely person
Different are me and you
How don't you say I wonder?
Say like I love you
A couple words will learn a couple of words
Say like I love you
Beaten words are to be like air
I read you endlessly and don't get tired
Interesting you
My heart is open in front of your saw
Quietly I am tuned
Putting you flow my brain
Are you strong and you
I like you and get better
I'm professed to you
Say like I love you
A couple of words will somehow learn
Say like I love you
Beaten words are to be like air
Say like I love you
And you smile I'm stunned
Say I like to say Karas
Unbearable I and I love you
Walk only by my side
I will I I'll I Wrap
You know well who I am
Painted Sun:
Don't Word You Can Or Break My Spirit
Or a line you say give me life
LA LA LA
Say like I love you
A couple of words will somehow learn
Say like I love you
Beaten words are to be like air
Say like I love you
Unbearable I and I love you"
Aram MP3,Կհամոցեմ (Khamozem),"Come for a moment to imagine
 That I and you have no questions
Our answer to this world
The love is sitting on the throne of the heart
I and you know you
 Come for a moment to imagine
That we can awaken
Stars sleeping in space
Lines of Fate:
Written in the corner of the heart secret
 I will convince that this night
 Our morning is late for two hours
I will convince the arrows to go slowly
That I will live faster with you
 An unusual feeling
Looks like a memory of my soul
That I don't know you new
 Past in our lives forever two
 YOU'RE EVERYONE AND YOU
 I will convince that this night
Our morning is late for two hours
I will convince the arrows to go slowly
That I will live faster with you
 I will convince I will convince
 I will convince that this night
Our morning is late for two hours
I will convince the arrows to go slowly
That I live faster by you
 I will convince that this night
Our morning is late for two hours
I will convince the arrows to go slowly
That I will live faster with you
 I will convince"
Aram MP3,Dashterov (Դաշտերով),"Marble body Date:
My Yar's Boy chinese
I came to Tamam
Dear to Arinthly I found you
Erdde I'm Er
Longing
I'm away I'm away
When will I come to you?
Heart Stone Annick
You left me without yar
I'm sad and Dardima
Where was it like my fortune?
Erdde I'm Er
Longing
You are away. You are away
When will I come to me?
Stranger and deserted road
I will get you with a sunny sky
By mountains with mountains
I get close
My heart is eager
By mountains with mountains
That hug Yaris
House come to my soul
By mountains with mountains
I get close
You are my mind and my mind
By mountains with mountains
That hug Yaris
End my torment
I am sleepless and night
I remember you again
Wheat extrad
You have left you
Wow Le Le Le Le
I miss you so much
De Kele de Kele
My eye is to cut water
Stranger and deserted road
I will get you with a sunny sky
By mountains with mountains
I get close
My heart is eager
By mountains with mountains
That hug Yaris
House come to my soul
By mountains with mountains
I get close
You are my mind and my mind
By mountains with mountains
That hug Yaris
End my torment
By mountains with mountains
I get close
My heart is eager
By mountains with mountains
That hug Yaris
House come to my soul
By mountains with mountains
I get close
You are my mind and my mind
By mountains with mountains
That hug Yaris
End my torment"
Aram MP3,Լսիր (Lsir),"The days that await their turn
Gathered that one day they reach the heart
I'm stronger you to love you more stronger
 Where the sun should always reach
Himself endlessly loving the moon
You don't have to talk to the deepest pit
Love my hear
Love my hear
Love my hear
 Listen
 The words we say now
In the next life, the world will come with me and you
I'm surprised again every day that we can appear there
 Where the sun should always reach
Himself endlessly loving the moon
You don't have to talk to the deepest pit
Love my hear
Love my hear
Love my hear
 Where the sun should always reach
Himself endlessly loving the moon
You don't have to talk to the deepest pit
Love my hear
Love my hear
Love my hear
 You love my love"
Aram MP3,Քամին Զանա (Qamin Zana),"Art is a full tulip
Wind Zana Wind Zana Zana
My yar is blue
Wind Zana White Dishd Bana
What should I do to green?
Wind Zana Wind Zana Zana
I will call a posterior night
Wind Zana White Dishd Bana
 Chorus
 Wind Zana Wind Zana Zana
My yar is blue
Wind Zana White Dishd Bana
What should I do to green?
Wind Zana Wind Zana Zana
I will call a posterior night
Wind Zana White Dishd Bana
 The girl's hair's hair is a bowl
Batal Butals Trance
Girl's Heart's Hunting bowl
Do I get to the Church?
The girl's hair's hair is a bowl
Batal Butals Trance
Girl's Heart's Hunting bowl
Do I get to the Church?
 Wind Zana Wind Zana Zana
My yar is blue
Wind Zana White Dishd Bana"
Aram MP3,Կյանքի Շրջան [Circle Of Life] (Kyank’i shrjan),"From the day of the creation of our country
Walking the way we go to the sun
And we can see more more
In this giant and big world
YOU CAN YOU MAKE LESSONS
And find the original meaning of life
And the sun brings a new day again
And shine in the blue sky
 This is the circle of life
Always leads forward
And walks slowly desperate or happy
Through faith and love to find our place
In this very large boundless life
 Night way in difficult life
This is the district of life always leads
Through faith and love to find our place
In this very large boundless life"
Aram MP3,Զգում ես մեր սերն այս գիշեր [Can you feel the love tonight?] (Zgum yes mer sern ays gisher),
Misho,Hastat Apeh,"We have no more than any more than I missed the Voshm

The taste of Oilagh also kind of opened an Ape

Tell my dear taste, and he entered the moth.


There is a wise man crying from it, ""he said,""

Homemade state did not hurry

The Armenian cruel father who digested ape

The audience ETA PART PROVIDED APP

Whoever did not go into a meat grinder

My dawn blends did not sleep

I can't be in bomb butthy.

The important thing to do you did you give us an Ape

We can't seem to be arrogant. But he touched the ape

It is not one of these one.

From the Indian whirlwrone, the jurgo of the Song of the Song of the


Ha ha ha ha ha ha ha ha

Sure.

Ha ha ha ha ha ha ha

Sure.

Haha haha ha ha haha ha ha ha

Sure.


New Turn and Going to Erua Who in his Ner

Plus Board Massage When Bit Khbuma Doshid You're Susus

One chapter two shoulders who carefully sew pray

Fifty I am myself way to myself I pulse myself

Voshm Lava Haham What's the People Beaten APP?

Message of smooth cookies and a haram

Each field from musical political ape

Doesn't anyone seem bad to rob someone?

Voshm Szid Voshm Elementary Ape

We are newly opened to what is quite an Ape

Rational male lady ha de bro"
