Artist,Song,Lyrics
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ԱՀԱ ԵՎ ՎԵՐՋ,"
	Եվ որն է խաչը հավատքի,

	Ով է հայր մեր:

	 

	Արդեն բավ է միմյանց խաբենք,

	Քանի դեռ ուշ չի, կանք դեռ մենք,

	Քանի դեռ սուրը ոսոխի

	Ճամփին է դեռ:

	 

	Էլ ոչ մի վիշտ, էլ ոչ մի ողբ,

	Ոչ մի կսկիծ, կամ էլ մորմոք,

	Ոչ մի դատարկ հույս, կամ աղոթք,

	Կամ բյուրեղյա երազ անհոգ.

	Անցան դարեր:
"
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ԹՌԻՉՔ,"
	Կապել են ամուր փալասով քո աչքերը,

	Ձեռքիդ էլ կախել կշեռքը ժանգոտ,

	Ոնց որ գողացել են քո կշռաքարերը

	Արդարություն ես դու կույր ու վախկոտ,

	Դու ես արձան, որ դատում ես իմ բախտը,

	Դու ես իմ սիրտը հանձնում գայլերին,

	Լիզում հաստափոր և փոշոտ հատորները

	Ուր շարադրած են բոլոր իմ մեղքերը

	Եվ տրամաչափը դահճին հանձնվող փամփուշտի:

	 

	Ես հեգնեցի հին ու նոր կուռքերին իմ,

	Դու ինձ չես տեսնի գլխակոր ծնկաչոք,

	Կյանքս արդեն ինձ ցմահ բանտարկել է,

	Չես վախեցնի ծայրագույն հոդվածով,

	Դու ես արձան, որ դատում ես իմ բախտը,

	Դու ես իմ սիրտը հանձնում գայլերին,

	Լիզում հաստափոր և փոշոտ հատորները

	Ուր շարադրած են բոլոր իմ մեղքերը

	Եվ տրամաչափը դահճին հանձնվող փամփուշտի:

	 

	Կիսատ թռիչքը երազիս

	Եվ լուռ տրոփը լույսերի

	Այն ինչ այսօր չհասկացա,

	Այն ինչ աստղի ես չհասա

	Եվ ինչ հեքիաթ որ չապրեցի,

	Բնավ առանց տագնապների

	Հաջորդ կյանքին ես հանձնեցի:

	 

	Թևերը սպիտակ իմ մարմնին կարեցի,

	Մոտեցա ես եզրին քո բերդի պարիսպի,

	Եվ լուռ ժպիտով երկնքին նայեցի,

	Գոռում են կանգնիր կջարդվես մի թռչի... Ցատկեցի:
"
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ԻՄ ՏԱՐԻՆԵՐԸ,"
	Իմ տարիները չոր հենակ,

	Փողոցներում դատարկ հնչյուն:

	Ինչպե՞ս հասնեմ քեզ, մոտենամ,

	Իմ տաք երակ, իմ մանկություն,

	Երբ տարիներն են ինձ ջնջում:

	 

	Մտերիմներ՝ թե հին, թե նոր:

	Մաքուր էր սերն իմ առաջին:

	Չեղած մի կիրք, մի նոր կարոտ,

	Որ մոտեցավ իր շուրթերով

	Այդ չպղծված միակ խաչին:

	 

	Ճաշակեցի և քեն, և ողբ,

	Ու կուրացած իր փայլերից

	Քրքջացող մարդկանց ամբոխ

	Ու կորուստներ՝ թե հին, թե նոր,

	Ու մուրացող իմ հայրենիք:

	 

	Ահա կանգնել է իմ դիմաց,

	Դա ես տեսել եմ, թե լսել,

	Օ սոսկահար մահվան դիմակ,

	Օ մոտեցող աղաղակներ,

	Եվ հին ստի նոր երանգներ:

	 

	Ճերմակ երազ, ճերմակ աչքեր՝

	Ճերմակ երկրի աստղին հառած,

	Ճերմակ ցամաք, ճերմակ մի նավ,

	Անիրական կյանքի ծարավ

	Ու ժամանակը կանգ առած:

	 

	Աչքերիս դեմ ճերմակ մի սար

	Ու մեր ճամփան՝ ճերմակ տեսիլք,

	Ու մեր հայացքը համընթաց,

	Ու անհաղորդ սրտերը սառ

	Քարի նման թափվում են ցած:

	 

	Մեղեդիներ լեզուն կտրած

	Ո տեսիլքնել մեռած ու ողջ,

	Այդ խավարի մեջ ինձ գտավ,

	Այդ գիշերից ինձ դուրս հանեց

	Խզված կոկորդն իմ ընկերոջ:

	 

	Նա շոշափեց կույրի նման

	Իր երգը լուռ ու կյանքը կարճ,

	Նա լոկ մի բառ ինձ շշնջաց,

	Այսպես կիսատ ու սիրտը կախ,

	Ես շրջվեցի... բայց նա չկար:
"
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ԽԱՉՄԵՐՈՒԿ,"
	Կորչում գնում են, հեռանում, մեկ-մեկ բոլոր մեր ջութակները,

	Ձեզ պետք է մի նվագախումբ, որտեղ տիրում են թմբուկները

	Որտեղ ամեն մի մեղեդի փչում են լոկ փողայինները,

	Երբ լարերի ձայներ չկան, նրանք են մենակատարները:

	 

	Ձեզ չեն ների - որ դիմացաք, չնվաղեց երբեք ձեր կամքը,

	Չներեցիք և հեռացաք՝ նախազգալով խաղի ավարտը

	Ձեզ չեն ների - երբ ետ դառնաք, երբ որ մարեն հիմար կրքերը,

	Երբ քանդելուց հետո նորեն կպահանջվեն շինարարները:

	 

	Ձեզ չեն ների, որ չկորաք, պահպանեցիք ոգու տաճարը,

	Որ դատեցիք ինքներդ ձեզ հեգնած նրանց նեխած ատյանը

	Որ հարբեցող դուք չդարձաք կյանքի հոտած պանդոկների մեջ,

	Եվ չկորաք թմրած ծխում՝ տառապյալի հիմար դերի մեջ...

	 

	Տեսե՞լ եք դուք այնպես ճատրակ,

	Որտեղ խաղում են լոկ սևերը. 

	Կյանքի բեմից դուրս շպրտված՝

	Լուռ հեռանում են սպիտակները:
"
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ԽՈՒԼ ՀԱՌԱՉԱՆՔԻ,"
	Խուլ հառաչանքի ցավի մորմոքից,

	Միշտ նույն գիշերով սահմանված չես դու,

	Բախտի խաղն է սա, մի դաժան վարկյան,

	Անցիր բաց ճակատ, հայացքդ հեռու:

	 

	Առեղծվածային այս կյանքի բեմին,

	Այսօր անզիջող, խուլ լռության մեջ,

	Վաղը դու սակայն կհասնես լույսի,

	Եթե չկորչես տափաստաններում, ու դառնաս անտեր:

	 

	Մեռած հույսերի, մարած հավատքի

	Դու պահակը չէս սառ գերեզմանի:

	Սա լոկ փորձության քունն է, որ կանցնի

	Միայն թե բեմի լույսը չմարի:

	 

	Չորս կողմ ալեկոծ սպառնալիք վայրի

	Մինչ կսողոսկի քո քայլերի տակ

	Դու գիտես ժպտալ, նյարդերդ կապի,

	Որ չթուլանաս նախիրի առաջ:

	 

	Սա է քո ճամփան, բեռն համբերության

	Կիսամեռ չորցած արմատից չես դու:

	Թող քեզ հարվածեն ու մի պահ ցնծան,

	Դու զարկդ պահիր գալիք մարտերին, ու նայիր հեռուն:

	 

	Եվ մեկ-մեկ էլ զգույշ լսիր քո կրծքի

	Խռովքի մեղմիկ զանգերը թաքուն,

	Որ քեզ կկանչեն քո մեծ երազի

	Ժայթքող նյարդերի հարվածին հոսուն:

	 

	Երբ ազատության դռանը կապված,

	Շանը կարձակեն պահակները քո,

	Եվ գոնե մեկ օր, գոնե մեկ վարկյան,

	Դարձիր մարդկության մասնիկը անհոգ:

	 

	Դու դեռ կքայլես լուռ ու մունջ օտար,

	Եվ որսից փրկված մի գազանի պես,

	Գորշ հայացքների պատնեշի միջով,

	Ոտքի տակ ոչինչ, երկնքում ցանցեր և աղոտ հույսեր:

	 

	Եվ գոնե մեկ օր գոնե մեկ վարկյան,

	Քո ուսից գցիր բեռն հիշողության,

	Երկինք նայելիս հույսով ողողված,

	Եվ էլ մի կանչիր «Ո՞ՒՐ ԷԻՐ ԱՍՏՎԱԾ»: 
"
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ՀԱՂՈՐԴՈՒԹՅՈՒՆ (ԱՇԽԱՐՀԸ ԱՅՍ ԲԱԺՆՎԵԼ Է),"
	Աշխարհը այս բաժանվել է

	Հազար ու մի տարբեր կտորների...

	Ասում են շատ վաղուց (ստում են երևի),

	Ամեն լաթի կտորը մի երկիր է՝

	Իր կարկատած օրենքներին գերի.

	Եվ մարդկային կիսված ամբոխ՝

	Ցցված այդ լաթերին:

	 

	Ամեն մի կեսը կայսրություն է,

	Կամ պետություն, կամ էլ գաղութ ինչ որ մեկի,

	Սահմանների փշալարով կարված՝

	Մարմնի վրա կապոյտ մոլորակի:

	 

	Այդ կեսերից էլ մեկը մեր երկիրն է՝

	Կապված առագաստով՝ քարե խարիսխներին,

	Կես սահմանի ցցին սեղմված,

	Կես լույսերի հույսին հառած

	Եվ կես կտոր հացին...

	 

	Եվ երբ կիսված է ժամը, և քարացած է դեմքը աշխարհի,

	Կիսված կռիվ ու մսաղաց՝ լքված կիսատ ջոկատների,

	Կիսված վերջին փամփուշտը և վերարկուն

	Նախորդ պատերազմից,

	Եվ դու որ քո մարմնով փակում ես

	Միջանցքը նոր կորուստների...

	Ես հին ու նոր կիսատներին ատում եմ,

	Այն կեսերին, որ կիսեցին հոգիս,

	Կես խուժանից արդեն ես ձանձրանում եմ,

	Կես գողերից, քառորդ հովիվներից.

	Եվ կես ճամփին մարած գնացքը մենք հրում ենք-

	(Կեցցե ամբողջությունը խենթերի),

	Կես խափնված ազգասերին ատում եմ,

	Ռամիկ պարոններից ես զարզանդում եմ,

	Էլի մի բան, որ չեմ հիշի...

	 

	Նորից փրդած ծառի մարմինը ծիլեր կտա գարնան շեմին,

	Նորից քո պատուհանը մութ կյանքի լույսով կողողվի,

	Միայն թե դիմանա քո սիրտը կիսված հազար հարվածներին,

	Չքարանան թևերը քո թռիչքի մեջ կիսված ճամփին:

	Լսի՛ր, ժամանակի կիսված զարկերը, լսիր,

	Դեռ չկիսված մի մեղեդի,

	Փակի՛ր կորուստների բացված դռները

	Եվ ամբոխին կիսված մի՛ խառնվիր:

	 

	Հե՜յ, օրհնյալ լինի մեր խենթերի միասնությունը

	Ատում եմ քեզ կիսատության գերի

	Ձեզ հետ եմ ես՝ ովքեր ցավից պարում են,

	Ձեզ հետ եմ ես՝ ով կամքը իր լարում է-

	Հեգնում ճակատագրի գորշ երեսին: 
"
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ՀԱՂՈՐԴՈՒԹՅՈՒՆ (ՊԱՐ),"
	Հայր Մեր հրաշք ամենատենչ,

	Աղբյուր լուսո` Դու, որ երկինս ես,

	Սուրբ եղիցի անուն Քո,

	Տեր մեր բարձրյալ՝ Դու արարիչ ես,

	Եվ եկեսցե արքայություն,

	Եղիցի կամք Քո՝ ծայրագույն ես,

	Որպես յերկինս և յերկրի՝

	Դու` տիրակալ տիեզերքի, միայն լռում ես...

	 

	Քեզնից ենք հացը ողորմում,

	Երբ որ դաշտերը մեր լքյալ են

	Եվ թողություն ենք աղերսում

	Մեր մեղքերին, քանզի կախյալ ենք,

	Ասված է, որ ներենք նրանց,

	Ով որ պղծի երկրիս տաճարը.

	Գուցե ուրիշը և ների,

	Բայց մենք՝ երբեք. Հիշր անցյալը...

	 

	Եվ մի տանիր ի փորձություն,

	Բայց կյանքը մեր լոկ փորձություն է,

	Եվ զմեզ փրկեա Տեր ի չարե,

	Բայց ինչու Դու, Մենք ի՞նչ՝ անճար ե՞նք,

	Զի Քո է և արքայություն, և զորություն,

	Եվ փառք՝ Դու տիրակալ ես...

	Այժմ և միշտ և հավիտյան՝

	Մենք կկորչենք, իսկ Դու անմահ ես...
"
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ՀԱՂՈՐԴՈՒԹՅՈՒՆ 1,"
	Ապակյա կապույտ թափանցիկ մի գունդ

	Կրում է իր մեջ մոլորակը փուչ,

	Ամպոտ արգանդում դրախտ ու դժոխք

	Կապված են իրար նույն ժամանակով...

	 

	Ծամեցին մարմնիդ նշխարքը,

	Մարսեցին խաչված պատրանքը,

	Լակեցին բաժնված արյունդ,

	Լավ է՝ չեն փոխում անունդ...

	 

	Տե՛ր, գիտես, Քեզ որդեգրել են

	Եվ ասում են՝ թլպատել են,

	Ախոռում էր Քո ծնունդը,

	Ո՞վ է հնարել այս սուտը...

	Ո՞ւմ եր պետք, ասա, այս սուտը...

	 

	Մարդկանցից հոգնել եմ անհաղորդ,

	Մեկը բութ հովիվ է, իսկ մյուսը՝ ճորտ,

	Երրորդն էլ՝ ճոճվում երկնի մեջտեղում,

	Չորորդն է միայն, որ չի հանձնվում...

	 

	Մեզ ծալում է կյանքը և վիժում,

	Միայն ավարտին ենք, Հա՛յր մեր, Քեզ հիշում,

	Մարել ենք բոլոր մոմերը խորանում,

	Քեզ կորցրել ենք, Հա՛յր մեր, չենք գտնում...

	 

	Ծամեցին մարմնիդ նշխարքը,

	Մարսեցին խաչված պատրանքը,

	Լակեցին բաժնված արյունդ,

	Լավ է՝ չեն փոխում անունդ...

	 

	Լավ է՝ չեն փոխում անունդ...

	 

	Տե՛ր, գիտես, Քեզ որդեգրել են

	Եվ ասում են՝ թլպատել են,

	Ախոռում էր Քո ծնունդը,

	Ո՞վ է հնարել այս սուտը...

	 

	Ո՞վ է հնարել այս սուտը... 
"
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ՀԱՂՈՐԴՈՒԹՅՈՒՆ 2,"
	Մեկ առ մեկ հղկված քարերը հպվեցին իրար,

	Սալերով պատվեց Քո նավը և դարձավ տաճար...

	 

	Բաժնեցին նրա խորհուրդը հազար աթոռի,

	Մոռացան կիսել «Հայր Մեր»-ը

	Եվ մարդոց մաշված ջիղերը...

	Եվ լաթերը՝ ժառանգված խղճի...

	 

	Ուժասպառ վանքի կմախքը գմբեթն է կրում,

	Տեր մարդոց հոգու թոքախտն է արյունով հազում...

	 

	Դեռ կանգուն են տաճարներտ՝ հովիվներն են սուտ,

	Ինքնակոչ առաջնորդները,

	Կիսակրոն վարդապետները,

	Քահանան՝ ճարպոտ, դպիրը՝ բութ...

	 

	Ծամեցին մարմնիդ նշխարքը,

	Մարսեցին խաչված պատրանքը,

	Լակեցին բաժնված արյունդ,

	Լավ է՝ չեն փոխում անունդ...

	 

	Տե՛ր, գիտես, Քեզ որդեգրել են

	Եվ ասում են՝ թլպատել են,

	Ախոռում եր Քո ծնունդը,

	Ո՞վ է հնարել այս սուտը...

	Ո՞ւմ էր պետք, ասա՛, այս սուտը...

	 

	Մեկ առ մեկ հղկված քարերը հպվեցին իրար,

	Սալերով պատվեց Քո նավը և դարձավ տաճար...

	 

	Բաժնեցին նրա խորհուրդը հազար աթոռի,

	Մոռացան կիսել «Հայր Մեր»-ը

	Եվ մարդոց մաշված ջիղերը...

	Եվ լաթերը՝ ժառանգված խղճի...
"
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ՀԱՂՈՐԴՈՒԹՅՈՒՆ 4,"
	Հայր մեր, որ երկինս ես,

	Սուրբ եղիցի անուն Քո

	Եկեսցե արքայութիւն Քո

	Եղիցին կամք Քո

	Որպես յերկինս

	Եվ յերկրի

	Զհաց մեր հանապազօրդ

	Տուր մեզ այսօր

	Եվ թող մեզ զպարտիս մեր,

	Որպես և մեք թողումք

	Մերոց պարտապանաց

	Եվ մի տանիր զմեզ ի փորձութիւն

	Այլ փրկեա զմեզ ի չարէ

	Հայր մեր, որ երկինս ես,
