Artist,Song,Lyrics
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ԱՀԱ ԵՎ ՎԵՐՋ,"

	 

	Դժվար այդ, միայն, տեսուչդ վերին,

	Կենդանացրո՛ւ հայության հոգին,

	Ծագի՛ր նոցա դու քո լույս գիտությամբ,

	Որով իբր էակ նոքա բանական

	Կճանաչեն մարդուս կյանքի խորհուրդը,

	Կլինի գործովք տիրոջ փառաբան:
"
ԿՈՄԻՏԱՍ,ԵՐԱԶ,"
	Ես լսեցի մի անուշ ձայն.

	Իմ ծերացած մոր մոտ էր,

	Փայլեց նշույլ, ուրախության,

	Բայց ափսո՜ս, որ երազ էր։

	 

	Կարկաչահոս աղբյուրն այնտեղ

	Թավալում էր մարգարիտ,

	Նա հստակ էր, որպես բյուրեղ,

	Այն երա՜զ էր, ցնորամիտ։

	 

	Եվ մեղեդին տխուր, մայրենի,

	Հիշեց մանկության օրեր,

	Մորս համբյուրն, ես զգացի,

	Ա՜խ, ափսոս, որ երազ էր։

	 

	Կրծքին սեղմեց, կարոտագին,

	Աչքերս սրբեց. շատ թաց էր:

	Բայց արտասուքս, գնում էին...

	Ա՜խ, այդ ինչո՞ւ երազ էր...
"
ԿՈՄԻՏԱՍ,"ԿԱՆՉԵ, ԿՌՈՒՆԿ","
	Կանչե՛, կռո՛ւնկ, կանչե՛, քանի գարուն է,

	Ղարիբներու սիրտը գունդ-գունդ արուն է:

	            Կռո՛ւնկ ջան, կռո՛ւնկ ջան գարուն է,

	            Կռո՛ւնկ ջան, կռո՛ւնկ ջան գարուն է,

	            Ա՜խ, սիրտս արուն է:

	 

	Կանչե՛, կռո՛ւնկ, կանչե՛, քանի արոտ է,

	Աշխարհն է արեգակ, սիրտս կարոտ է:

	            Կռո՛ւնկ ջան, կռո՛ւնկ ջան արոտ է,

	            Կռո՛ւնկ ջան, կռո՛ւնկ ջան արոտ է,

	            Ա՜խ, սիրտս կարոտ է:

	 

	Կանչե՛, կռո՛ւնկ, կանչե՛, քանի արև է,

	Աշնան կերթաս երկիր, յարիս բարևե:

	            Կռո՛ւնկ ջան, կռո՛ւնկ ջան արև է,

	            Կռո՛ւնկ ջան, կռո՛ւնկ ջան արև է,

	            Ա՜խ, սիրտս բարևե:
"
ԿՈՄԻՏԱՍ,ԾԻԾԵՌՆԱԿ,"
	Ծիծեռնա՛կ, ծիծեռնա՛կ,

	Դու գարնան սիրուն թռչնակ,

	Դեպի ո՞ւր, ինձ ասա,

	Թռչում ես այդպես արագ:

	 

	Ա՜խ թռի՛ր, ծիծեռնակ,

	Ծնած տեղս Աշտարակ,

	Անդ շինիր քո բույնը

	Հայրենի կտուրի տակ:

	 

	Անդ հեռու ալևոր

	Հայր ունիմ սգավոր,

	Որ միակ իր որդուն

	Սպասում է օրեօր:

	 

	Երբ տեսնես դու նրան,

	Ինձնից շատ բարև արա,

	Ասա, թող նստի լա

	Իր անբախտ որդու վրա:

	 

	Դու պատմիր, թե ինչպես

	Աստ անտեր ու խեղճ եմ ես,

	Միշտ լալով, ողբալով՝

	Կյանքս մաշվել, եղել է կես:

	 

	Ինձ համար ցերեկը

	Մութ է շրջում արեգը,

	Գիշերը թաց աչքիս

	Քունը մոտ չի գալիս:

	 

	Ասի՛ր, որ չբացված՝

	Թառամեցա միայնացած,

	Ես ծաղիկ գեղեցիկ՝

	Հայերենի հողից զրկված:

	 

	Դե՛հ, սիրո՛ւն ծիծեռնակ,

	Հեռացի՛ր, թռի՛ր արագ

	Դեպ Հայոց երկիրը`

	Ծնած տեղս Աշտարակ:
"
ԿՈՄԻՏԱՍ,ԿԱՔԱՎԻ ԳՈՎՔԸ,"
	Արև բացվեց թուխ ամպերեն,

	Կաքավ թռավ կանաչ սարեն,

	Կանաչ սարեն` սարի ծերեն,

	Բարև բերավ ծաղիկներեն:

	 

	Սիրունի՛կ, սիրունի՛կ,

	Սիրունի՛կ, նախշո՛ւն կաքավիկ:

	 

	Քո բուն հյուսած ծաղիկներով,

	Շուշան, նարգիզ, նունուֆարով:

	Քո տեղ լցված ցող ու շաղով,

	Քնես-կելնես երգ ու տաղով:

	 

	Քո թև փափուկ ու խատուտիկ,

	Պստի կտուց, կարմիր տոտիկ,

	Կարմիր-կարմիր տոտիկներով

	Կշորորաս ճուտիկներով:

	 

	Երբ կկանգնես մամռոտ քարին,

	Տաղեր կասես ծաղիկներին,

	Սարեր, ձորեր զվարթ կանես,

	Դարդի ծովեն սիրտ կհանես:
"
ԿՈՄԻՏԱՍ,"ՔԵԼԵ, ՔԵԼԵ","
	Քելե՛, քելե՛, քելքիդ մեռնեմ,

	Քո գովական խելքիդ մեռնեմ,

	 

	Սիրավոր լորիկ,

	Վիրավոր լորիկ,

	Լորիկ, 

	Սևավոր լորիկ,

	Լորիկ ջան:

	 

	Քելե՛, քելե՛, քողիդ մեռնեմ,

	Քո լուսընկա շողիդ մեռնեմ:

	 

	Քելե՛, քելե՛, բերնիդ մեռնեմ,

	Քո սիրունիկ ձենիդ մեռնեմ:

	 

	Քելե՛, քելե՛, ձենիդ մեռնեմ,

	Քո հուր-կրակ սերիդ մեռնեմ,

	 

	Քելե՛, քելե՛, աչիդ մեռնեմ,

	Քո անուշիկ պաչիդ մեռնեմ:
"
ԿՈՄԻՏԱՍ,ԷՍ ԳԻՇԵՐ ԼՈՒՍՆՅԱԿ ԳԻՇԵՐ,"
	Էս գիշեր լուսնյակ գիշեր,

	Վա՜յ, լե՜, լե՜, լե՜, լե՜,

	Լե՜, լե՜, լե՜, լե՜, լե՜, լե՜,

	Ձյունն եկել գետին նախշել.

	Ո՞վ է տեսել՝ սիրած յարը մոռանա,

	Ով մոռանա, ջուխտ աչքերով կուրանա:

	 

	Թուշդ դեմ արա, պաչեմ,

	Վա՜յ, լե՜, լե՜, լե՜, լե՜,

	Լե՜, լե՜, լե՜, լե՜, լե՜, լե՜,

	Կեռ ունքեր, սիրուն աչեր.

	Ո՞վ է տեսել՝ սիրած յարը մոռանա,

	Ով մոռանա, ջուխտ աչքերով կուրանա:

	 

	Ա՜յ գիշեր, դարձիր արի,

	Վա՜յ, լե՜, լե՜, լե՜, լե՜,

	Լե՜, լե՜, լե՜, լե՜, լե՜, լե՜,

	Հացս թող լինի գարի.

	Ո՞վ է տեսել՝ սիրած յարը մոռանա,

	Ով մոռանա, ջուխտ աչքերով կուրանա:

	 

	Մենակ յարս ինձ համար,

	Վա՜յ, լե՜, լե՜, լե՜, լե՜,

	Լե՜, լե՜, լե՜, լե՜, լե՜, լե՜,

	Սրտով խոսքը կատարի.

	Ո՞վ է տեսել՝ սիրած յարը մոռանա,

	Ով մոռանա, ջուխտ աչքերով կուրանա:
"
ԿՈՄԻՏԱՍ,ՊԱՐ ՆԱՎԱՍՏՅԱՑ,"
	Աշխույժ նավաստին

	Անվեհեր ճակատ`

	Ընդդեմ փոթորկին,

	Երգե անփույթ զըվարթ:

	 

	Լարիթ դըմբըլա լա, լա, հա՛, հա՛, հա՛,

	Լարիթ դըմբըլա լա, լա, հա՛, հա՛, հա՛,

	Լարիթ դըմբըլա լա, լա, հա՛, հա՛, հա՛,

	Լարիթ դըմբըլա լա, լա, հա՛, հա՛, հա՛։

	 

	Կոհակք փրփրադեզ

	Չեն սոսկում վախ մեզ,

	Հողմունք սաստկահար

	Գրգռեն մեզ ի պար:

	 

	Օ՛ն, խըմենք զըվարթ

	Գինին մինչ հատակ,

	Օ՛ն գըրկենք զիրար,

	Պարենք մենք անդադար:

	 

	Զանգակն ուժգնապիրկ

	Կոչե մեզ ի կարգ,

	Վերջ տանք խընդության,

	Քաշենք մենք մեր պարան:
"
ԿՈՄԻՏԱՍ,"ԳԱՑԵՔ, ՏԵՍԵՔ","
	Գացե՛ք, տեսե՛ք, ո՞րն ա կերել զէծ,

	Գացին տեսան գելն ա կերել զէծ,

	Գելն զիծուն, էծն զտկուն, տիկ զարևուն,

	Հալալ է, Կրմո, հալալ է, հալալ է, Ջամո, հալալ է.

	Էս ի՞նչ քյաֆուր դարու հասանք, հալալ է,

	Էս ի՞նչ խտար Կրմո ստացանք, հալալ է:

	Դե գնա՛, կիգամ, դե գնա՛, կիգամ, շուտ կիգամ,

	Կարմիր սոլեր հագնիմ, իգամ, շուտ կիգամ:

	 

	Գացե՛ք, տեսե՛ք, ո՞րն ա կերել զգել,

	Գացի՛ն, տեսան արջն ա կերել զգել,

	Արջն զգիլուն, գելն զիծուն, էծն զտկուն, տիկ զարևուն.

	Հալալ է, Կրմո, հալալ է, հալալ է, Ջամո, հալալ է,

	Էս ի՞նչ քյաֆուր դարու հասանք, հալալ է,

	Էս ի՞նչ խտար Կրմո ստացանք, հալալ է:

	Նազ մի՛ աներ, նազ մի՛ աներ, նազ աղջիկ,

	Մինթանովդ թոզ մի՛ աներ, ջան աղջիկ:

	 

	Նազ կու էնեմ, կու, նազ կու էնեմ, կու,

	Նազ կու էնեմ, նազ կու էնեմ, նազ, տղա,

	Մինթանովս թոզ կու էնեմ, ջան տղա,

	Խորոտիկ, խորոտիկ, խորոտիկ-մորոտիկ իմ յարն է:

	 

	Գացե՛ք, տեսե՛ք, ո՞րն ա կերել զարջ,

	Գացին, տեսան առյուծն ա կերել արջ,

	Առյուծն զարջուն, արջն զգիլուն, գելն զիծուն, էծն զտկուն, տիկ զարևուն.

	Հալալ է, Կրմո, հալալ է, հալալ է, Ջամո, հալալ է,

	Էս ի՞նչ քյաֆուր դարու հասանք, հալալ է,

	Էս ի՞նչ խտար Կրմո ստացանք, հալալ է:

	Ծառը ես եմ, բարը դու ես, Աննա ջան,

	Սրտով սիրած յարս դու ես, Աննա ջան:

	 

	Ծառը դու չես, դու, ծառը դու չես, դու,

	Ծառը դու չես, ծառը դու չես, չար տղա,

	Սրտով սիրած յարս դու չես, ջան տղա:

	Խորոտիկ, խորոտիկ, խորոտիկ-մորոտիկ իմ յարն է,

	Գրիգորն եմ, Գրիգորն եմ, ձեր մահլեցի Գրիգորն եմ:
"
ԿՈՄԻՏԱՍ,ԾԻՐԱՆԻ ԾԱՌ,"
	Ծիրանի ծառ, բար մի՛ տա,

	Վա՜յ,

	Ճղներդ իրար մի՛ տա,

	Վա՜յ,

	Ամեն մեջդ ման գալիս

	Ցավերս իրար մի՛ տա:

	Հա՛, տվե՛ք, ետ տվեք, սարե՛ր, հովն ընկավ,

	Սրտիս խնդում ծովն ընկավ.

	Գնա, էլ ետ չգա էս տարվա տարին, -

	Սև դարդն իմ վզով ընկավ:

	Հո՛վ, հո՛վ, հովն ընկավ, -

	Սրտիս խնդում ծովն ընկավ:

	 

	Մեռա բաղում բանելեն,

	Մի կողմեն ջուր անելեն.

	Ծառերին թուփ չմնաց

	Դարդիս դարման տանելեն:

	 

	Սև ամպը գցել ա հով,

	Մութը տվել ա իմ քով,

	Տեսնում եք ինձ պատել ա

	Էս անիրավ արյուն ծով:

	 

	Նստած տեղիս քար չունիմ,

	Էրված սրտիս ճար չունիմ.

	Ա՛յ անօրեն, փուչ աշխարհ,

	Բաղ ունիմ ու բար չունիմ:
"
ԿՈՄԻՏԱՍ,ԽՆԿԻ ԾԱՌ,"
	Մեր դռանը խնկի ծառ, գյուլում ջան,

	Ձեր դռանը խընկի ծառ, գյուլում ջան,

	Խնկենին ա բերել բար, գյուլում ջան,

	Իմ խորոտիկ, պզտիկ յար, գյուլում ջան:

	 

	Մեր դռանը խնկի ծառ, գյուլում ջան,

	Նախշուն բլբուլ վրեն թառ, գյուլում ջան,

	Երթար ու գար, շորոր տար, գյուլում ջան,

	Սիրուն յարին օրոր տար գյուլում ջան:

	 

	Մեր դռանը խնկի ծառ, գյուլում ջան,

	Մարջան բլբուլ վրեն թառ, գյուլում ջան,

	Գնար ու գար, շվին տար, գյուլում ջան,

	Անուշ յարի թևին տար գյուլում ջան:

	 

	Մեր դռանը խնկի ծառ, գյուլում ջան,

	Ոսկի բլբուլ վրեն թառ, գյուլում ջան,

	Կարմիր խնձոր հաներ, տար, գյուլում ջան,

	Ալվան ծաղիկ տանել տար գյուլում ջան:
"
ԿՈՄԻՏԱՍ,ԹԵԼԼՈ,"
	Գնա, գնա, գալիս եմ,

	Թելլո,

	Ես քո թարգը տալիս չեմ,

	Թելլո,

	Աման, Թելլո, Թելլո ջան,

	Սիրուն Թելլո, Թելլո ջան,

	Թելլո:

	 

	Ես ի՞նչ անեմ. դուն արիր,

	Թելլո,

	Զոռով սավդի տեր արիր,

	Թելլո,

	Աման, Թելլո, Թելլո ջան,

	Սիրուն Թելլո, Թելլո ջան,

	Թելլո:

	 

	Գնանք արտը, չանաք անենք,

	Թելլո,

	Դառնանք տունը, հանաք անենք,

	Թելլո,

	Աման, Թելլո, Թելլո ջան,

	Սիրուն Թելլո, Թելլո ջան,

	Թելլո:
"
ԿՈՄԻՏԱՍ,ՍՈՆԱ ՅԱՐ ,"
	Սո՛նա յա՛ր, Սո՛նա յա՛ր,

	Սո՛նա սիրուն, Սո՛նա յա՜ր:

	 

	Վարդավառը գալիս ա,

	Սո՛նա յար, Սո՛նա յար,

	Ծաղիկը ցնծալիս ա,

	Սո՛նա սիրուն, Սո՛նա յա՜ր,

	Ա՜յ գյուլում կանչող աղջիկ,

	Սո՛նա յար, Սո՛նա յար,

	Ձենդ ծլվլալիս ա,

	Սո՛նա սիրուն, Սո՛նա յա՜ր,

	 

	Կանաչ տեղը բաղում ես,

	Պարի միջին խաղում ես,

	Կաքավի պես ծորալով,

	Տղաներին դաղում ես:

	 

	Սիրուն աղջիկ, նազ ունիս,

	Շահզադայի սազ ունիս,

	Հողեմ շահզադի գլուխ,

	Դու իմ հոգուն հազ ունիս:
"
ԿՈՄԻՏԱՍ,"ՀՈՅ, ՆԱԶԱՆ ԻՄ","
	Հոյ, Նազան իմ, Նազան իմ,

	Ջան, Նազան իմ, Նազան իմ,

	Նազան, դու բարով եկար,

	Կանաչ սարերով եկար,

	Խոր-խոր ձորերով եկար:

	 

	Գարնան սիրուն ծաղիկ ես,

	Հոյ, Նազան իմ, Նազան իմ,

	Ինձ համար աղունակ ես,

	Ջան, Նազան իմ, Նազան իմ,

	Գլխիս վրով պտույտ տուր,

	Հոյ, Նազան, իմ Նազան իմ,

	Նաշխուն թև-թիթեռնիկ ես,

	Ջան, Նազան իմ, Նազան իմ: 

	 

	Յար ջան դու բարով եկար,

	Կանաչ սարերով եկար,

	Խոր-խոր ձորերով եկար:
"
ԿՈՄԻՏԱՍ,ԻՄ ՉԻՆԱՐԻ ՅԱՐԸ,"
	Արև թռվռով ելավ,

	Իմ չինարի յարը,

	Մեր բանը կռվով էլավ,

	Դարդիման յարը.

	Թշնամու հոգին մեռնի,

	Իմ չինարի յարը,

	Իրա չար սրտով էլավ,

	Դարդիման յարը:

	 

	Իմ չինարի յարը,

	Իմ չինարի յարը,

	Իմ չինարի յարը,

	Գովական յարը:

	 

	Ճրագը վառա, վառա,

	Հոր հետ վատամարդ դառա,

	Մեր ու ախպեր թող տվի,

	Ես իմ սիրածին առա:

	 

	Քարափի ծերին կանչի,

	Թող թշնամին ամաչի,

	Արևիդ մեռնեմ, յար ջան,

	Չինարի պես կանաչի:
"
ԿՈՄԻՏԱՍ,ԹԱԳՎՈՐԻ ՄԵՐ,"
	Թագվորի՛ մեր, դո՛ւս արի,

	Տե՛ս, քե ինչեր ենք բերե.

	 

	Թագվորի՛ մեր, դո՛ւս արի,

	- Քե գլուխ դմփող ենք բերե.

	- Քե լվացք անող ենք բերե.

	- Գրդնակ անող ենք բերե.

	- Քե թախտ ավլող ենք բերե.

	- Քե տաշտ մաքրող ենք բերե.

	- Քե հաց թխող ենք բերե.

	- Ծամ լվացող ենք բերե.

	- Կարկատան անող ենք բերե.

	- Սոլոր շտկող ենք բերե.

	- Քե բուրդ գզող ենք բերե.

	- Ճախրակ մանող ենք բերե:
"
ԿՈՄԻՏԱՍ,ՄՈԿԱՑ ՀԱՐՍՆԵՐ,"
	Եկան, եկան Մոկաց հարսներ,

	Հարալո, ջարալո,

	Հարկող եկան, բարվոր գացին,

	Հարալո, ջարալո:

	 

	Մեր բաղը վարդ ա,

	Ձեր բաղը հարթ ա,

	Ես քեզ չեմ առնի,

	Իմ սիրու սավդա:

	 

	Մեր բաղը ծառ ա,

	Ձեր բաղը քար ա,

	Ես քեզ չեմ առնի,

	Իմ ախպոր ծառա:

	 

	Իմ չինար յարին,

	Իմ չինար յարին,

	Ո՞վ ա բան ասել,

	Գովական յարին:

	 

	Եկան, եկան Մոկաց հարսներ,

	Հարալո, ջարալո...
"
ԿՈՄԻՏԱՍ,ՎԱՅ ԳԻԴԻ ԲԼԲՈՒԼՍ,"
	Մի՛ գնա, մի՛ գնա, քեզ բան հարցնեմ,

	Վա՜յ գիդի բլբուլս,

	Սիրուհուցս լուր տուր, լուր բեր, լուսաբեր,

	Վա՜յ գիդի բլբուլս,

	Սարերի գյուլս:

	 

	Գիշեր-ցերեկ չի հեռանում մտքիցս,

	Վա՜յ գիդի բլբուլս,

	Կանչում եմ, յար, արի՛, յարս չի գալիս,

	Վա՜յ գիդի բլբուլս,

	Սարերի գյուլս:

	 

	Սիրտս կրակ ընկավ, կէրվեմ, կվառվեմ,

	Վա՜յ գիդի բլբուլս,

	Ջրի պես ծարավ եմ,ճամփին կնայեմ,

	Վա՜յ գիդի բլբուլս,

	Սարերի գյուլս:
"
ԿՈՄԻՏԱՍ,ԱԼԱԳՅՈԶ ԱՉԵՐԴ,"
	Ալագյոզ աչերդ,

	Կամար ունքերդ,

	Ուզում եմ հեռանալ,

	Չի թողնում սերդ:

	 

	Ադե՛ ջան ջուրն ընկնեմ,

	Մայրիկ ջան ծովն ընկնեմ

	Շեկ յարի դարդիցը:

	 

	Ես քեզ սիրեցի,

	Որ ինձ յար ըլնիս,

	Էրված-վառված սրտիս,

	Դեղ ու ճար ըլնիս:

	 

	Ես քեզ ի՞նչ արեցի,

	Ինձնից հեռացար,

	Քո մեկ ու ճար յարին

	Ո՞նց շուտ մոռացար:

	 

	Ալագյոզ աչերդ,

	Կամար ունքերդ,

	Ուզում եմ հեռանալ,

	Չի թողնում սերդ:
"
ԿՈՄԻՏԱՍ,ԱԼ ԱՅԼՈՒՂ,"
	Աղջիկ.

	Ալ այլուղս կորավ ձեր դուռ, 

	Փոթոթել է սիրտս մրմուռ,

	Բախտը ինձի գցեց էս կուռ,

	Ջանո՛ ջան,

	Սիրո՛ւն տղա, տո՛ւր այլուղս:

	 

	Տղա.

	Ալ այլուղդ ես չգտա,

	Երդվում եմ, Աստված վկա.

	Ով գտել է, թող բերի տա,

	Ջանո՛ ջան,

	Սիրո՛ւն աղջիկ, քո այլուղդ:

	 

	Աղջիկ.

	Այլուղս յարի բաշխած էր,

	Ալ աբըրշումով նախշած էր,

	Պատկերս վրեն քաշած էր,

	Ջանո՛ ջան,

	Սիրո՛ւն տղա, տո՛ւր այլուղս:

	 

	Տղա.

	Ջահել-ջիվան` սարերն ընկա,

	Ցավոտ սրտիս ճար չգտա,

	Քո սերն ինձի հոգի կուտա,

	Ջանո՛ ջան,

	Թող ինձ մնա ալ այլուղդ:

	 

	Աղջիկ.

	Ա՜խ, ի՞նչ ասեմ ես իմ մորս,

	Կամ ի՞նչ պատմեմ ազիզ հորս,

	Խաբար կուտան մեծ ախպորս,

	Ջանո՛ ջան,

	Տղա՛, տղա՛, տո՛ւր այլուղս:

	 

	Տղա.

	Սևո՛ւկ աղջիկ, սիպտակ հագիր,

	Ա՛ռ այլուղդ, վերքս կապի՛ր,

	Սիրուդ գերի` ինձ մի՛ տանջիր,

	Ջանո՛ ջան,

	Էրված աղջիկ, առ այլուղդ:
"
ԿՈՄԻՏԱՍ,"ԼՈՒՍՆՅԱԿԸ ՑՈԼԱՑ, ԳՆԱՑ","
	Լուսնյակը ցոլաց, գնաց,

	Վա՜յ, լե՜, լե՜, լե՜,

	Ջա՜ն, լե՜, լե՜, լե՜,

	Վա՜յ, լե՜, լե՜.

	Դեմ առավ ամպին, մնաց,

	Ո՞վ էր տեսել՝ սիրած յարը մոռանա,

	Ով մոռանա, ջուխտ աչքերով կուրանա:

	Սրտով սիրած անուշ յարս

	Ինձ թողեց, հեռու գնաց:

	 

	Ձեր բաղի դուռը բաց ա,

	Ոտներդ շաղով թաց ա,

	Յարիցդ հեռացել ես,

	Աչքերդ լիքը լաց ա:

	 

	Արտս ցորեն ցանեցի,

	Դարդս հետը թաղեցի,

	Հազար ու մեկ աղոթքներ

	Ցանած վախտը շարեցի:

	 

	Վարդը գցի, ձեռքով բռնեմ,

	Յարալու սրտիդ մեռնեմ,

	Քյոշկիցը մի դուրս արի,

	Բալքի հավասս առնեմ:
"
ԿՈՄԻՏԱՍ,"ԿԱՅՆԵԼ ԵՄ, ԳԱԼ ՉԵՄ ԿԱՐՈՂ","
	Կայնել եմ, գալ չեմ կարող,

	Լցվել եմ լալ չեմ կարող,

	Քանի որ գնացել ես,

	յար ջան,

	Անունդ տալ չեմ կարող:

	 

	Աչքերս ճամփիդ մնաց,

	Խելքս ինձանից գնաց.

	Քո սիրուն, իմ գլխի տեր

	յար ջան,

	Յոթն օր մնացի քնած:

	 

	Լալվարա ջուրը սառն ա,

	Օտարությունը դառն ա.

	Տունդ դարձիր, իմ ախպեր

	յար ջան,

	Բոլորքս պստիկ գառն ա:
"
ԿՈՄԻՏԱՍ,ԱՆՁՐԵՎՆ ԵԿԱՎ,"
	Անձրևն եկավ շաղալեն,

	Ուռ ու տերև դողալեն.

	Վա՜յ, լե՛, լե՛, լե՛, լե՛,

	Լե՛, լե՛, լե՛, լե՛, լե՛, լե՛, լե՛, լե՛,

	Հրես եկավ իմ ախպեր,

	Ալ ձին տակին խաղալեն:

	Վա՜յ, լօ՛, լօ՛, լօ՛, լօ՛,

	Լօ՛, լօ՛, լօ՛, լօ՛, լօ՛, լօ՛, լօ՛, ջա՜ն...

	 

	Խալիչեքը փռել եմ,

	Նախշուն բարձեր շարել եմ,

	Թառլան ջան, քեզ՝ ուտելու

	Սեր, կարագ հազըրել եմ:

	 

	Տապկած հավի ճուտ բերեմ,

	Ոչխարի մածուն բերեմ,

	Որ գիտենաս անո՛ւշ ջան,

	Թե քեզ սրտով կսիրեմ:

	 

	Ղուշ մի՛ դառնա թևավոր,

	Դու խա՛ղ կանչե ձևավոր...

	Յարաբ կըլնի՞ էն օրը,

	Որ գաս մեր տուն թագավոր:
"
ԿՈՄԻՏԱՍ,"ԳՆԱ, ԳՆԱ","
	Գնա, գնա, ոտիդ եմ,

	Հա՛, հա՛, հա՛, հա՛, հա՛, հա՛, հա՛, հա՛,

	Սարին, օ՜, յա՜ր ջան,

	Յարին, օ՜, յա՜ր ջան,

	Կարմիր խնձոր գոտիդ եմ,

	Հա՛,

	Յարին, օ՜, յա՜ր ջան,

	Սարին, օ՜, յա՜ր ջան,

	Դու ինձ մենակ չես թողնի,

	Հա՛, հա՛, հա՛, հա՛, հա՛, հա՛, հա՛, հա՛,

	Սարին, օ՜, յա՜ր ջան,

	Յարին, օ՜, յա՜ր ջան,

	Ու որ երթաս, մոտիդ եմ,

	Հա՛,

	Յարին, օ՜, յա՜ր ջան,

	Սարին, օ՜, յա՜ր ջան:

	 

	Ապարանը քարոտ ա,

	Քարի տակն արոտ ա,

	Ուղիղ յոթը տարի ա,

	Քիրն ախպորը կարոտ ա:

	 

	Յար եմ գտել՝ յարի պես,

	Ընկուզենի ծառի պես,

	Ուր որ երթա, կայնել եմ

	Էն մեր սիրուն սարի պես:
"
ԿՈՄԻՏԱՍ,ՀՈՎ ԼԻՆԻ,"
	Հո՛վ, հո՛վ, հո՛վ լինի,

	Յարիս տունը ծո՛վ լինի.

	Թո՛ղ , թո՛ղ, թո՛ղ լինի,

	Յարս քամարով լինի:

	 

	Դե՛, թռե՛ք, թռե՛ք, հողը հանենք

	Մեր թշնամու դողը հանենք:

	 

	Ծաղիկ ես ծաղկանց միջին,

	Հո՛վ, հո՛վ, հո՛վ լինի,

	Մի հատ ես աղջկանց միջին,

	Յարիս տունը ծո՛վ լինի.

	Յա՜ր ինձ պարզերես արա,

	Թո՛ղ , թո՛ղ, թո՛ղ լինի,

	Իմ ընկեր մարդկանց միջին,

	Յարս քամարով լինի:

	 

	Դե՛, թռե՛ք, թռե՛ք, հողը հանենք

	Մեր թշնամու դողը հանենք:

	 

	Իրար հետ բաղը գնանք,

	Ուտենք, խմենք, լիանանք

	Թշնամու աչքը հանենք,

	Մեր Աստծուց գոհանանք:
"
ԿՈՄԻՏԱՍ,ՀՈՎ ԱՐԵՔ,"
	Հո՛վ արեք, սարե՛ր ջան, հո՛վ արեք,

	Իմ դարդին դարմա՛ն արեք:

	Սարերը հով չեն անում,

	Իմ դարդին դարման անում:

	 

	Ամպե՛ր, ամպե՛ր, մի քիչ զո՛վ արեք,

	Վարար անձրև՛ թափեք, ծո՛վ արեք.

	Գեշ մարդու օր-արևը

	Սև հողի տակով արեք:

	 

	Հո՛վ արեք, ամպե՛ր ջան, հո՛վ արեք,

	Իմ դարդին դարմա՛ն արեք:

	Ամպերը հով չեն անում,

	Իմ դարդին դարման անում:

	 

	Սարե՛ր, ձորե՛ր, դաշտե՛ր ու ջրե՛ր,

	Մարմանդ-մարմանդ վազո՛ղ աղբյուրներ,

	Մի վե՛ր կացեք, իմացեք,

	Տեսեք իմ սրտի ցավեր:
"
ԿՈՄԻՏԱՍ,ՇՈՂԵՐ ՋԱՆ,"
	Ամպել ա, ձուն չի՛ գալի,

	Շողե՜ր ջան,

	Սարիցը տուն չի՛ գալի,

	Շողե՜ր ջան,

	Դու շորորա՛, դուն օրորա՛

	Շողե՜ր ջան,

	Ամպի տակին ձուն կերևա,

	Շողե՜ր ջան:

	 

	Սիրտս կըրակով լըցված,

	Շողե՜ր ջան,

	Աչքիս քուն չի գալի,

	Շողե՜ր ջան,

	Դու շորորա՛, դուն օրորա՛

	Շողե՜ր ջան,

	Ամպի տակին ձուն կերևա,

	Շողե՜ր ջան:

	 

	Հուրք ա թափում վերիցը,

	Ես վառա քո սերիցը,

	Վարդավառին ինձ համար

	Ձուն բեր դու սարերիցը:

	 

	Սարի գլխին ձուն եկավ,

	Շողե՜ր ջան,

	Շեկլիկ յարըդ տուն եկավ,

	Շողե՜ր ջան,

	Ուն կերևա, ձուն կերևա,

	Շողե՜ր ջան,

	Բերդի տակին տուն կերևա,

	Շողե՜ր ջան:

	 

	Դեռ մուրազիս չըհասած,

	Շողե՜ր ջան,

	Վըրես խորունկ քուն եկավ,

	Շողե՜ր ջան,

	Ուն կերևա, ձուն կերևա,

	Շողե՜ր ջան,

