Artist,Song,Lyrics,Translated_Lyrics
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ԵՍ ՁԵԶ ԱՍՈՒՄ ԵՄ...,"
	Ես ձեզ ասում եմ կըգա ոգու սով

	Եվ դուք կըքաղցեք ճոխ սեղանի մոտ

	Կընկնեք մուրալու հափրած որկորով

	Հըրեղեն խոսքի վեհ խոսքի կարոտ

	 

	Լրբենի ծաղրով արհամարհեցիք

	Ոգու վառ զեղմունք  միտք ու երազանք 

	Նյութի տաճարում արբած պարեցիք

	Մոռացած անմահ անհունի տենչանք

	 

	Դուք որ հեգնեցիք ուժն ստեղծագործ

	Ձեր նյութի հանդեպ կըգա ոգու սով

	Եվ մուրացկի պես փշրանքի համար

	Ծարավ ու նոթի կանգնեք ծովե ծով 
","I tell you the famine of the spirit

And you will give a luxury table

You will fall with a murry

Nostalgiating the sublime word of speech



Inspent to the mockery

A bright discase of the spirit Thought and dream

You danced drunk in the temple of the material

Forgot the immortal fear of immortal



You have ironicized the power of creative

The famine of the spirit will enter your material

And like a beggar for crumbs

Thirsty and note to sea sea"
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ԵՍ ՉԳԻՏԵՄ,"
	Երկու տուն ունիմ փակ արած

	Երկու սիրտ ունիմ կանգ առած

	Երկու թև ունիմ կապ արած

	Երկու տեր ունիմ մի Աստված

	 

	Իմ հոգուս լարով խաղ արա

	Իմ սրտիս զարկով պար արա

	Իմ վանքիս զանգով կանչ արա

	Էն ՍայաթՆովին հուշ արա

	 

	Դուդուկիս շունչով հագենամ

	Իմ ոգուս ցավին դիմանամ

	Աշխարհքի ստով կուրանամ

	Նախանձի թույնից հեռանամ

	 

	Կարգեցին գուսան ծաղրանքով

	Երգերս պատանդ վիրավոր

	Կոկորդիս ձայնը խլացավ

	Էս մարդոց խիղճը վերացավ

	 

	Իմ հոգուս լարով խաղ արա

	Իմ սրտիս զարկով պար արա

	Իմ վանքիս զանգով կանչ արա

	Էն ՍայաթՆովին հուշ արա

	 

	 


		Խոսք Սայաթ Նովայի Արթուր Մեսչյանի

		Երաժշտություն Սայաթ Նովայի


	 
","I have two houses close

Do you have two hearts?

Do you have a contact with two wings?

Don't have two Lords



Play a game with my soul

Dance with my heart of my heart

Call to my Monastery call

THEY SAYATNOV ARE



Plowed with a duducle breath

I will endure my spirit pain

The world's lies will go blind

I will leave the jealous poison



Ordered Gusa with mockery

My songs hostage

The throat's voice has been snatched

The conscience of these people has disappeared



Play a game with my soul

Dance with my heart of my heart

Call to my Monastery call

THEY SAYATNOV ARE






Word of Sayat Nova Arthur Meschyan

Music Sayat Nova


"
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ԵՍ ՓՈԽՈՒՄ ԵՄ ՍԼԱՔՆԵՐԸ,"
	Ես փոխում եմ սլաքները

	Երեևի վերջին անգամ

	Չգիտեմ ճամփան իմ բաց է

	Թե կարմիր լույսին կմոտենամ

	 

	Հեյ ինչ իմանամ

	 

	Ձյան սպիտակ թավշե սփռոցը

	Իմ թողած հետքերը կծածկի

	Խլացնող այս լռության մեջ

	Միգուցե լսվի մեկ մեղեդի

	 

	                  

	 

	Բազմաձայն մի երգչախումբ է

	Դեմքերով թշակալած

	Բեմերում լարերը լուռ են

	Ուր ես դու հաջորդ իմ ցնորված

	 

	Պատվիրված ոսկե թակարդը

	Իր հրաշքներով քեզ չգերեց

	Փոխանցում եմ իմ ջութակը քեզ

	Իմ բարեկամ օրհնյալ լինես

	 

	Ես փոխում եմ սլաքները

	Հեռանում եմ դեռ չեկած

	Առջևում վերջին կանգառն է

	Ուր ես դու հաջորդ իմ ցնորված

	 

	Ձյան սպիտակ թավշե սփռոցը

	Իմ թողած հետքերը կծածկի

	Խլացնող այս լռության մեջ

	Միգուցե լսվի մեկ մեղեդի

	 

	                  

	 

	Ես փոխում եմ սլաքները

	Երևի վերջին անգամ

	Չգիտեմ ճամփան իմ բաց է

	Թե կարմիր լույսին կմոտենամ

	 

	Հեյ ինչ իմանամ

	 

	Ձյան սպիտակ թավշե սփռոցը

	Իմ անցած հետքերը կծածկի

	Խլացնող այս լռության մեջ

	Կլսվի գուցե մեկ մեղեդի
","I am changing the arrows

The last time in Yerevan

I don't know my way is my open

Or will I get to the red light?



Hey what do I know?



The snow white velvet tablecloth

I will cover the tracks I leave

In this silence in this silence

Maybe one melody will be heard







Is a multifaceted choir

Freelable

The wires on stage are silent

Where are you next to my dreamy



The gold trap ordered

He didn't go to you in his miracles

I convey my violin to you

Be my friend Blessed



I am changing the arrows

I'm leaving yet

The last stop is ahead

Where are you next to my dreamy



The snow white velvet tablecloth

I will cover the tracks I leave

In this silence in this silence

Maybe one melody will be heard







I am changing the arrows

Perhaps the last time

I don't know my way is my open

Or will I get to the red light?



Hey what do I know?



The snow white velvet tablecloth

My past traces will cover

In this silence in this silence

It may be heard per melody"
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ԵՐԲ ԻՄԱՍՏԱԶՈՒՐԿ Է ԼԻՆՈՒՄ,"
	Երբ օրերն անցած ճանճի պես մեխվում են

	Քո օրացույցի դեղին էջերին

	Ամիս առ ամիս անիմաստ թափվում են

	Տերևների պես քո կյանքի ծառից

	 

	Երբ ժամացույցի լարված զսպանակը

	Կացինն է ճոճում քո պարանոցին

	Անցյալը դանդաղ իմաստազրկվում է

	Ներկան էլ թմրած քո ոտքի տակին

	 

	Կյանքը անիմաստ իմաստազրկվում է

	Երբ վերածվում է անվերջ պայքարի

	Պայքարն էլ ավաղ իմաստազրկվում է

	Երբ վերածվում է կյանքի իմաստի

	 

	Իմաստը կորցրած դատարկ պատվանդանը

	Սպասում է հաջորդ կուռքի քանդակին

	Երբ տապալվում է կանգնած արձանը

	Ժամանակը միշտ վիժում է նորից

	 

	Փողոց ու այգի իմաստազրկվում են

	Իմաստազրկված քաղաքի մեջքին

	Տները նույնպես իմաստազրկվում են

	Երբ վերածվում են ապաստարանի

	 

	Խոսքը շատ վաղուց իմաստազրկվել է

	Ծնվել երախում բյուր ժողովների

	Իմաստը նույնիսկ իմաստազրկվել է

	Այն վազքի նման որ ավարտ չունի

	 

	Ձեռքերը պարապ իմաստազրկվում են

	Ամեն օր դարձավ տխուր կիրակի

	Գլխուղեղիդ մեջ օրեցօր մեխում են

	Պատճառները բյուր առանց պատճառի

	 

	Անիմաստության խորտակվող իմ նավը

	Նորից փրկության ափին է զարնվում

	Երբ վերարկույով քնած զավակներս

	Մեկմեկ արթնանում ու ինձ են նայում

	 

	Նրանց աչքերի առկայծող լույսերը

	Ոգուս սառույցի կեղևն են փշրում

	Անկարողության պոկում կապանքները

	Եվ կյանքս նորից իմաստավորում
","When the days are nailed like a fly

To the yellow pages of your calendar

Months to month are pointless

Like the leaves of your life tree



When the strained clock spring

The ax is swing on your neck

The past is slowly meaningless

The present is also a numb of your foot



Life is meaningless meaningless

When it turns into an endless struggle

The struggle is also deviled

When it turns into a life meaning



The empty pedestal lost meaning

Waiting for the next idol sculpture

When a standing statue is failing

Time is always abling again



Street and garden are meaningless

To the back of the meaningless city

Homes are also meaningless

When it turns into a shelter



It has been meant to be meaningless

Born in Herastor Tours

Meaning has even been meaningless

It doesn't have a runner



Hands are idle meaningless

Became a sad Sunday every day

In the brain, they nail day by day

Reasons for the Probability without reason



My shipwrecking my boat

It's been a break on the shores of salvation again

When my children sleeping with the underground

Meanly waking up and look at me



Their eyes shimmering lights

The flesh of the ice is crushed

Inability to snatch bands

And my life is again meaningful"
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ԵՐԳԸ ԽՂՃԻ,"
	Վախցիր երբ սիրտդ կարյունի

	Վերքը խղճի չունի դարման

	Օր ու գիշեր պիտի բանի

	Մինչև հատնի կյանքի ճամփան

	Քեզ չեն կարող էլ վշտակցել

	Խիղճը ծակող ցավի համար

	Խղճի արյան ամեն կաթիլ

	Կիյնա ծածուկ և աննշմար

	Վախցիր երբ խիղճդ ամբասիր

	Մեղապարտի պես կարյունի

	Եվ կդառնա տեր ու դպիր

	Կյանքն արյունող ամեն ցավի

	Աչքերիդ դեմ խղճահարի

	Պիտի հորդի մեղքը մարդոց

	Պիտի քայլի զորքը չարի

	Աշխարհի մեջ տառապակոծ

	Վախցիր երբ դեմքդ է միշտ ժպտում

	Բայց կարյունի խիղճդ ներսեն

	Երբ կկիսես հացը մարդու

	Բայց արյան համ կգա հացեն
","Fear When Your Heart Karuy

The wound has no conscience of cure

Day and nights to do

Before the path of the lifetime

You can't be sad too

Conscience for painful pain

Every drop of conscience

Kiyna hidden and impertle

Fear When your conscience spare

Military

And it will become a Lord and scribe

Life Bloody Each Pain

Having your eyes against your eyes

Should the sin of sin?

The troop should step hard

The overshadowed in the world

Fear when your face is always smiling

But the conscience of the Kariun's conscience

When will you share the bread of a person?

But blood will come to the bread"
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ԵՐԵԿ ԵՎ...,"
	Երեկ տխուր այսօր ուրախ

	Ալիքի պես ծափ եմ տալիս

	Երեկ դեպի անհայտություն

	Այսօր դեպի ափ եմ գալիս

	 

	Լուռ ժպտում եմ փոքր ու մեծին

	Կամ ծիծաղում խենթի նման

	Նվիրվում եմ ավազներին

	Անապատի գետի նման

	 

	Նվիրվում եմ անմնացորդ

	Ինձ ժպիտներն ուր են տանում

	Ծիծաղիս մեջ ամեն անցորդ

	Հոգնած հոգին է լվանում

	 

	Վաղը երբ որ մշուշ լինի

	Եվ արցունքներ ծնվեն ցավից

	Գուցե մեկը փոքրիկ մի կայծ

	Ետ բերի իմ ծիծաղից

	 

	Երեկ տխուր այսօր ուրախ

	Ալիքի պես ծափ եմ տալիս

	Երեկ դեպի անհայտություն

	Այսօր դեպի ափ եմ գալիս
","Yesterday sad today happy

I applause like a channel

Yesterday to Unknown

I'm coming to the coast today



I smile silently small and big

Or laughing like crazy

I'm dedicated to the sands

Like the desert river



I'm devoted to unwavering

Me where the smiles take

Every passerby in my laughter

The tired soul is washing



Whenever a fog is tomorrow

And tears will be born of pain

Maybe one of the little sparkle

Back from my laughter



Yesterday sad today happy

I applause like a channel

Yesterday to Unknown

I'm coming to the coast today"
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ԵՐԿԻՐ ՀՆԱՄՅԱ,"
	Երկիր հնամյա երկիր հայրենի

	Ոչ մի աստղ պայծառ և ոչ մի լուսին

	Քո հավերժական հմայքը չունեն

	Լեռներից այն կողմ ամպերից անդին

	 

	Որքան էլ քեզնից ես սուրամ հեռու

	Որքան էլ օտար հողերում լինեմ

	Անհունության մեջ միջոցին թափուր

	Ես քեց կորոնեմ հայրենի իմ տուն

	 

	Դու առաջին սեր և վերջին կարոտ

	Հուշերի նավակ ուրախ ու ցավոտ

	Շրթերիս վրա կմնաս միշտ դու

	Մայրական համբույր իմ կարոտ տխուր

	 

	Երկիր հնամյա երկիր պապենի

	Քո ոգուց շաղված լեզու մայրենի

	Քո ոգուց բուսած տենչանք ու կարոտ

	Ինչ եմ առանց քեզ միայն անտունի

	 

	Ամպամած ձմեռ թե պայծառ գարուն

	Արցունքի հովիտ կամ դրախտավայր

	Ես քեզ կտենչամ ես քեզ կկանչեմ

	Ես քեզնով կապրեմ հայրենի իմ տուն
","Country ancient country native

No star bright and no moon

Your eternal charm don't have

Beyond the clouds beyond the mountains



No matter how much you are Suram from

No matter how many foreign lands

Vacant to the means of disordination

I slayed my native home



You first love and last longing

Memories boat happy and painful

I will always be on my lip

Maternal Kiss My Missing Sad



Country of Ancient Earth Papen

Your spirit of the spirit native language

Fear and longing for your spirit

What am I without you only homeless



Cloudy winter or bright spring

Tear Valley or Paradise

I will call you. I will call you

I will live in my house with you"
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ԶԱՐՄԱՆՈՒՄ ԵՄ ԵՍ,"
	Աղբյուրից մաքուր ջուրը խմելիս ես կհագենամ

	Եվ հետո մի պահ կառչած ներկային ես կզարմանամ

	Թե ինչպես եղավ որ մեր շուրջ հանկարծ ամենը փոխվեց

	Ասում են ամեն երազանք ու հույս նորից պղտորվեց

	 

	Զարմանում եմ ես մեր առջև փակվող հազար դռներից

	Զարմանում եմ ես մեզ բաժան անող հազար շերտերից

	Զարմանում եմ ես և նորիցնորից ես չեմ հասկանում

	Եվ գլուխս կախ ամբողջ իմ կյանքում ազգս եմ փնտրում

	 

	Ես չեմ զարմանում նորից արթնացած բյուր ճիվաղներից

	Զարմանում եմ ես նորից համբերող իմ ժողովուրդից

	Զարմանում եմ ես և չեմ վախենում օտար թշնամուց

	Խորանը երկրիս ներսից էր քանդվում և արդեն վաղուց

	 

	Ժանտախտի օրոք քեֆ է ընդանում մի համատարած

	Լրբերը վերցրին իրենց երեսից դիմակն ամոթխած

	Կսպանվի սարում այրվող փամփուշտով չքնաղ պատանի

	Դատապարտելով աճյունը սառաց մի ճոխ թաղումի

	 

	Զարմանում եմ ես որ նորիցնորից գլուխը կորցրած

	Ընթանում ենք մենք անցած ուղիով արդեն բթացած

	Զարմանում եմ ես որ այս աշխարհում ոչինչ չի փոխվում

	Անիվը սելի նորից կոտրվեց իր սիրած փոսում

	 

	Զարմանում եմ ես դատարկ ու պարապ ինչոր հույսերից

	Զարմանում եմ ես որ չեմ զարմանում էլ ոչ մի բանից

	Խուլ ու հնազանդ չարին հանձնված այս մեծ աշխարհից

	Եվ մարդկանց անդունդը տանող ճանապարհներից
","I will be able to get pure water from the source

And then one moment clinging to the present I will be surprised

How it was all suddenly all of us changed

They say every dream and hope again



I wonder about a thousand doors in front of us

I wonder if we divide us

Wonder me and again I don't understand

And my head hangs all over my life I'm looking for my nation



I'm not surprised again the Burret of Tools

I wonder again from my people who endure

I wonder and I'm not afraid of a foreign enemy

The tabernacle was destroyed and long ago



During the plague, one is widespread

The output took the mask of their face ashamed

WILL BE CONSIDERED BY A BROUND WITHOUT BROUND

Condemning the remains of a luxurious burial



I wonder if the head lost from the re-

We are already in the past already watered

I wonder if nothing changes in this world

The wheel broke the wheel again in his favorite pit



I wonder if I am empty and idle something hopes

I wonder if I'm not surprised anything

Deaf and obedient evil from this great world

And from the roads leading to the abyss of the people"
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ԷԼ ՈՉ ՄԻ ՎԻՇՏ,"
	Էլ ոչ մի վիշտ էլ ոչ մի ողբ

	Ոչ մի կսկիծ կամ էլ մորմոք

	Ոչ մի դատարկ հույս կամ աղոթք

	Կամ բյուրեղյա երազ անհոգ

	Անցան դարեր

	 

	Բավ է դիեր ու հեկեկանք

	Բավ է մեր ծեր ցավը ողբանք

	Հերիք անխելք մխիթարանք

	Հոգնել եմ ես

	 

	Որքան հետքեր գաղթականի

	Որքան տներ առանց ծխի

	Իբրև վկայք

	Դեռ չմարած մեր պարտքերի

	 

	Որքան աղոթք անզեն իզուր

	Եվ սխրանքներ անհատների

	Պարապ գանգեր

	Առանց մարմին ու անլեզու

	 

	Կար լոկ դիմակ վստահության

	Միայն ստվեր խիզախության

	Եվ իբր վերջ

	Ապտակն ուժգին մեր պատմության

	 

	Սա է աղոթքը մեր դարի

	Սա է պատգամը մեր ծառի

	Այս գորշ վիժվածքը 

	Պատմության և մեր հողի

	 

	Եվ չի փոխվել աշխարհը սին

	Եվ չեն փոխվել արև լուսին

	Նայեք այսօր ձեր դեմքերին

	Նայեք այսօր ձեր աչքերին

	Հոգնել եմ ես

	 

	Ինչ էր երեկ նույնն է այսօր

	Նույն բզկտումն ամենազոր

	Եվ պառակտված փշրանք դարձած

	Մի ժողովուրդ

	 

	Նայեք իրար նայեք ձեր մեջ

	Ինչ կա հզոր հաղթող հավերժ

	Եվ որն է խաչը հավատքի

	Ով է հայր մեր

	 

	Արդեն բավ է միմյանց խաբենք

	Քանի դեռ ուշ չի կանք դեռ մենք

	Քանի դեռ սուրը ոսոխի

	Ճամփին է դեռ

	 

	Էլ ոչ մի վիշտ էլ ոչ մի ողբ

	Ոչ մի կսկիծ կամ էլ մորմոք

	Ոչ մի դատարկ հույս կամ աղոթք

	Կամ բյուրեղյա երազ անհոգ

	Անցան դարեր
","No mourning no mourning

No sorrow or in the blanks

No empty hope or prayer

Or crystal dream carefree

There were ages



Binds and sobs

Our old pain is enough to mourn

Full foolish consolation

I'm tired of



How many traces of emigration?

How many houses without smoke?

As a witness

Still outstanding our debts



How much prayer to unarmed vessel

And feats of individuals

Idle skulls

Without a body and an



There was only a mask of trust

Only shadow courage

And allegedly ended

The slap is strong in our history



This is the prayer of our century

This is the message of our tree

This gray crush

History and our soil



And the world has not changed

And they haven't changed to the sun

Look at your faces today

Look at your eyes today

I'm tired of



What was yesterday the same today

The same both is almighty

And split crumbs

A nation



Look at each other look into your

What is the powerful winner forever?

And what is the cross of faith?

Who is our father?



We are already enough to cheat each other

As long as you will not be late we are still

As long as the sword is adopted

On the way is still



No mourning no mourning

No sorrow or in the blanks

No empty hope or prayer

Or crystal dream carefree

There were ages"
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ԹՌԻՉՔ,"
	Կապել են ամուր փալասով քո աչքերը

	Ձեռքիդ էլ կախել կշեռքը ժանգոտ

	Ոնց որ գողացել են քո կշռաքարերը

	Արդարություն ես դու կույր ու վախկոտ

	Դու ես արձան որ դատում ես իմ բախտը

	Դու ես իմ սիրտը հանձնում գայլերին

	Լիզում հաստափոր և փոշոտ հատորները

	Ուր շարադրած են բոլոր իմ մեղքերը

	Եվ տրամաչափը դահճին հանձնվող փամփուշտի

	 

	Ես հեգնեցի հին ու նոր կուռքերին իմ

	Դու ինձ չես տեսնի գլխակոր ծնկաչոք

	Կյանքս արդեն ինձ ցմահ բանտարկել է

	Չես վախեցնի ծայրագույն հոդվածով

	Դու ես արձան որ դատում ես իմ բախտը

	Դու ես իմ սիրտը հանձնում գայլերին

	Լիզում հաստափոր և փոշոտ հատորները

	Ուր շարադրած են բոլոր իմ մեղքերը

	Եվ տրամաչափը դահճին հանձնվող փամփուշտի

	 

	Կիսատ թռիչքը երազիս

	Եվ լուռ տրոփը լույսերի

	Այն ինչ այսօր չհասկացա

	Այն ինչ աստղի ես չհասա

	Եվ ինչ հեքիաթ որ չապրեցի

	Բնավ առանց տագնապների

	Հաջորդ կյանքին ես հանձնեցի

	 

	Թևերը սպիտակ իմ մարմնին կարեցի

	Մոտեցա ես եզրին քո բերդի պարիսպի

	Եվ լուռ ժպիտով երկնքին նայեցի

	Գոռում են կանգնիր կջարդվես մի թռչի Ցատկեցի
","Tied with a tight pallas with your eyes

Hanging your hand to scales rusty

Like that your weights were stolen

Justice you are blind and scary

You are a statue that you judge my fortune

You are my heart hands the woles

Licking and dusty volumes

Where all my sins have written

And the caliber is a bullet



I mourned the old and new idols my

You won't see me scare kneeling

My life has already imprisoned me life

You won't be afraid of the highest article

You are a statue that you judge my fortune

You are my heart hands the woles

Licking and dusty volumes

Where all my sins have written

And the caliber is a bullet



Semi-flying in my dream

And silent troper of lights

What I didn't understand today

What a star I don't

And what a fairy tale that I didn't live

At all without alarms

I handed over to the next life



Wings I sewed my body to my body

I approached I edged into your fortress enclosure

And I looked at the sky with a silent smile

Screaming stop you'll go on a bird leap"
